time,Δt,t,DATE,DOY,DOYP,TMAX,TMIN,TMN,PAR,SWFAC,EMP1,EMP2,Fc,sla,INTOT,LAI0,Lfmax,N0,nb,p1,PD,rm,tb,W0,Wc0,Wr0,PT,RUE,Pg,ROWSPC,Y1,P,VP,RP,FL,dN,N,di,INT,__Plant__a,dLAI1,dLAI2,dLAI,LAI,E,dW,W,Wc,Wr,Wf,endsim,SRAD,RAIN,IRR,CN,DP,DRNp,WPp,FCp,STp,SWC0,WP,FC,ST,S,POTINF,ROF,INF,THE,TRAIN,TIRR,TESa,TEPa,TROF,TDRN,TINF,DRN,αs,αc,ALB,Tmed,EEQ,f,ETp,ESp,EPp,__SoilWater__a,ESa,EPa,dSWC,dROF_extra,dSWC_ADJ,SWC_ADJ,SWC,ΔSWC,Fi,Fo,WATBAL,CHECK,SWFAC1,WTABLE,DWT,STRESS_DEPTH,SWFAC2
6000.0 hr,24.0 hr,250.0 d,1987-09-08,251 d,121 d,32.8 °C,20.6 °C,26.700000000000045 °C,9.1 MJ d⁻¹ m⁻²,0.5721981991836868,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.96484375,2.1 g MJ⁻¹,1.6199571822295817 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,8.099785911147908 g d⁻¹ m⁻²,832.2407303090257 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,280.1996322399795 g m⁻²,false,18.2 MJ d⁻¹ m⁻²,1.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,1.0 mm d⁻¹,0.0 mm d⁻¹,1.0 mm d⁻¹,206.62500000000003 mm,941.3999999999994 mm,0.0 mm,557.1793291961898 mm,233.64256450314207 mm,15.836540879503854 mm,225.79235584381556 mm,925.5634591204956 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,27.920000000000016 °C,4.251945073336971 mm d⁻¹,1.1,4.677139580670668 mm d⁻¹,1.05332979175523 mm d⁻¹,3.623809788915439 mm d⁻¹,0.4291486493877651,0.4520350574916528 mm d⁻¹,2.0735374354016303 mm d⁻¹,-1.525572492893283 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,155.44920957734854 mm,91.05079042265146 mm,941.3999999999994 mm,1032.4507904226514 mm,-4.547473508864641e-13 mm,925.5634591204955 mm,0.5721981991836868,0.0 mm,1450.0 mm,250.0 mm,1.0
6024.0 hr,24.0 hr,251.0 d,1987-09-09,252 d,121 d,34.4 °C,21.7 °C,28.049999999999955 °C,10.7 MJ d⁻¹ m⁻²,0.5594452420853103,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9317484375,2.1 g MJ⁻¹,1.798451391512602 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,8.99225695756301 g d⁻¹ m⁻²,840.3405162201736 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,288.29941815112744 g m⁻²,false,21.4 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,942.3999999999994 mm,0.0 mm,557.6313642536815 mm,235.7161019385437 mm,15.836540879503854 mm,225.79235584381556 mm,926.5634591204956 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,29.319999999999993 °C,5.122508113264866 mm d⁻¹,1.1,5.6347589245913525 mm d⁻¹,1.268993439742429 mm d⁻¹,4.365765484848924 mm d⁻¹,0.41958393156398277,0.5324492565760304 mm d⁻¹,2.4424067285589985 mm d⁻¹,-2.974855985135029 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,153.92363708445527 mm,92.57636291554473 mm,942.3999999999994 mm,1034.9763629155445 mm,-4.547473508864641e-13 mm,926.5634591204955 mm,0.5594452420853103,0.0 mm,1450.0 mm,250.0 mm,1.0
6048.0 hr,24.0 hr,252.0 d,1987-09-10,253 d,121 d,35.0 °C,21.7 °C,28.350000000000023 °C,9.4 MJ d⁻¹ m⁻²,0.5345770624812557,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9194859375,2.1 g MJ⁻¹,1.4898479033997152 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,7.449239516998576 g d⁻¹ m⁻²,849.3327731777366 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,297.29167510869047 g m⁻²,false,18.8 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,942.3999999999994 mm,0.0 mm,558.1638135102575 mm,238.1585086671027 mm,15.836540879503854 mm,225.79235584381556 mm,926.5634591204956 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,29.680000000000007 °C,4.527926001583264 mm d⁻¹,1.1,4.980718601741591 mm d⁻¹,1.1216982510518925 mm d⁻¹,3.859020350689699 mm d⁻¹,0.4009327968609418,0.4497256170282621 mm d⁻¹,2.0629437631270844 mm d⁻¹,-2.5126693801553466 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,150.94878109932023 mm,95.55121890067977 mm,942.3999999999994 mm,1037.9512189006796 mm,-4.547473508864641e-13 mm,926.5634591204955 mm,0.5345770624812557,0.0 mm,1450.0 mm,250.0 mm,1.0
6072.0 hr,24.0 hr,253.0 d,1987-09-11,254 d,121 d,32.8 °C,22.2 °C,27.5 °C,5.75 MJ d⁻¹ m⁻²,0.5135725117589539,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.95694375,2.1 g MJ⁻¹,0.9112020632027227 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,4.556010316013613 g d⁻¹ m⁻²,856.7820126947352 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,304.7409146256891 g m⁻²,false,11.5 MJ d⁻¹ m⁻²,0.5 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.5 mm d⁻¹,0.0 mm d⁻¹,0.5 mm d⁻¹,206.62500000000003 mm,942.3999999999994 mm,0.0 mm,558.6135391272857 mm,240.2214524302298 mm,15.836540879503854 mm,225.79235584381556 mm,926.5634591204956 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,28.560000000000002 °C,2.716877091661976 mm d⁻¹,1.1,2.9885648008281738 mm d⁻¹,0.6730490473948947 mm d⁻¹,2.3155157534332793 mm d⁻¹,0.3851793838192154,0.25924461735567544 mm d⁻¹,1.1891852415081559 mm d⁻¹,-0.9484298588638314 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,148.43611171916487 mm,98.06388828083513 mm,942.3999999999994 mm,1040.463888280835 mm,-4.547473508864641e-13 mm,926.5634591204955 mm,0.5135725117589539,0.0 mm,1450.0 mm,250.0 mm,1.0
6096.0 hr,24.0 hr,254.0 d,1987-09-12,255 d,121 d,31.7 °C,22.2 °C,26.94999999999999 °C,3.9 MJ d⁻¹ m⁻²,0.5056441534821403,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9723609375,2.1 g MJ⁻¹,0.6182950498796813 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,3.091475249398407 g d⁻¹ m⁻²,861.3380230107488 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,309.2969249417027 g m⁻²,false,7.8 MJ d⁻¹ m⁻²,46.7 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,46.7 mm d⁻¹,0.1238866789560491 mm d⁻¹,46.576113321043955 mm d⁻¹,206.62500000000003 mm,942.8999999999994 mm,0.0 mm,558.8727837446413 mm,241.41063767173796 mm,15.836540879503854 mm,225.79235584381556 mm,927.0634591204956 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,27.899999999999977 °C,1.82162188539961 mm d⁻¹,1.1,2.0037840739395714 mm d⁻¹,0.45126843553011164 mm d⁻¹,1.5525156384094598 mm d⁻¹,0.3792331151116053,0.17113593455762485 mm d⁻¹,0.7850204557513359 mm d⁻¹,45.61995693073499 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,147.48768186030105 mm,99.01231813969895 mm,942.8999999999994 mm,1041.9123181396988 mm,-4.547473508864641e-13 mm,927.0634591204955 mm,0.5056441534821403,0.0 mm,1450.0 mm,250.0 mm,1.0
6120.0 hr,24.0 hr,255.0 d,1987-09-13,256 d,121 d,32.2 °C,21.7 °C,26.94999999999999 °C,8.8 MJ d⁻¹ m⁻²,0.8870022051497264,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9680484374999999,2.1 g MJ⁻¹,2.4364815592194677 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,12.182407796097339 g d⁻¹ m⁻²,864.4294982601472 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,312.3884001911011 g m⁻²,false,17.6 MJ d⁻¹ m⁻²,3.3 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,3.3 mm d⁻¹,0.0 mm d⁻¹,3.3 mm d⁻¹,206.62500000000003 mm,989.5999999999995 mm,0.0 mm,559.0439196791989 mm,242.19565812748928 mm,15.960427558459903 mm,225.79235584381556 mm,973.6395724415396 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,28.0 °C,4.117550077583006 mm d⁻¹,1.1,4.529305085341307 mm d⁻¹,1.0200362636289673 mm d⁻¹,3.5092688217123404 mm d⁻¹,0.6652516538622948,0.6785808113786862 mm d⁻¹,3.112729183322028 mm d⁻¹,-0.49130999470071446 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,193.10763879103604 mm,53.39236120896396 mm,989.5999999999995 mm,1042.9923612089635 mm,-2.2737367544323206e-13 mm,973.6395724415396 mm,0.8870022051497264,0.0 mm,1450.0 mm,250.0 mm,1.0
6144.0 hr,24.0 hr,256.0 d,1987-09-14,257 d,121 d,33.9 °C,21.7 °C,27.799999999999955 °C,10.0 MJ d⁻¹ m⁻²,0.882895120554527,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.94119375,2.1 g MJ⁻¹,2.679457173309535 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,13.397285866547675 g d⁻¹ m⁻²,876.6119060562445 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,324.5708079871984 g m⁻²,false,20.0 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,992.8999999999994 mm,0.0 mm,559.7225004905775 mm,245.3083873108113 mm,15.960427558459903 mm,225.79235584381556 mm,976.9395724415396 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,29.019999999999982 °C,4.762764264381298 mm d⁻¹,1.1,5.2390406908194285 mm d⁻¹,1.1798744819727403 mm d⁻¹,4.059166208846689 mm d⁻¹,0.6621713404158953,0.7812790672503995 mm d⁻¹,3.5838180393105596 mm d⁻¹,-4.36509710656096 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,192.61632879633532 mm,53.883671203664676 mm,992.8999999999994 mm,1046.7836712036642 mm,0.0 mm,976.9395724415396 mm,0.882895120554527,0.0 mm,1450.0 mm,250.0 mm,1.0
6168.0 hr,24.0 hr,257.0 d,1987-09-15,258 d,121 d,33.9 °C,22.2 °C,28.049999999999955 °C,10.15 MJ d⁻¹ m⁻²,0.8464052805832755,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9381234375,2.1 g MJ⁻¹,2.598741377815712 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,12.99370688907856 g d⁻¹ m⁻²,890.0091919227922 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,337.9680938537461 g m⁻²,false,20.3 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,992.8999999999994 mm,0.0 mm,560.5037795578279 mm,248.89220535012186 mm,15.960427558459903 mm,225.79235584381556 mm,976.9395724415396 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,29.21999999999997 °C,4.850869657090025 mm d⁻¹,1.1,5.335956622799029 mm d⁻¹,1.2017007363936525 mm d⁻¹,4.134255886405376 mm d⁻¹,0.6348039604374567,0.7628443867232987 mm d⁻¹,3.4992560135360007 mm d⁻¹,-4.2621004002593 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,188.25123168977436 mm,58.24876831022564 mm,992.8999999999994 mm,1051.148768310225 mm,0.0 mm,976.9395724415396 mm,0.8464052805832755,0.0 mm,1450.0 mm,250.0 mm,1.0
6192.0 hr,24.0 hr,258.0 d,1987-09-16,259 d,121 d,34.4 °C,22.2 °C,28.299999999999955 °C,10.35 MJ d⁻¹ m⁻²,0.8107764371119334,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.92844375,2.1 g MJ⁻¹,2.5122088097369435 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,12.561044048684717 g d⁻¹ m⁻²,903.0028988118708 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,350.96180074282466 g m⁻²,false,20.7 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,992.8999999999994 mm,0.0 mm,561.2666239445512 mm,252.39146136365787 mm,15.960427558459903 mm,225.79235584381556 mm,976.9395724415396 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,29.519999999999982 °C,4.971941718681477 mm d⁻¹,1.1,5.469135890549626 mm d⁻¹,1.2316937883319774 mm d⁻¹,4.237442102217648 mm d⁻¹,0.6080823278339501,0.7489712259875254 mm d⁻¹,3.435618210104126 mm d⁻¹,-4.184589436091652 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,183.98913128951506 mm,62.51086871048494 mm,992.8999999999994 mm,1055.4108687104845 mm,0.0 mm,976.9395724415396 mm,0.8107764371119334,0.0 mm,1450.0 mm,250.0 mm,1.0
6216.0 hr,24.0 hr,259.0 d,1987-09-17,260 d,121 d,34.4 °C,22.2 °C,28.299999999999955 °C,10.35 MJ d⁻¹ m⁻²,0.7757955431843125,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.92844375,2.1 g MJ⁻¹,2.4038197324587767 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,12.019098662293883 g d⁻¹ m⁻²,915.5639428605555 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,363.5228447915094 g m⁻²,false,20.7 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,992.8999999999994 mm,0.0 mm,562.0155951705386 mm,255.827079573762 mm,15.960427558459903 mm,225.79235584381556 mm,976.9395724415396 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,29.519999999999982 °C,4.971941718681477 mm d⁻¹,1.1,5.469135890549626 mm d⁻¹,1.2316937883319774 mm d⁻¹,4.237442102217648 mm d⁻¹,0.5818466573882345,0.7166569136668126 mm d⁻¹,3.2873886974020157 mm d⁻¹,-4.004045611068828 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,179.80454185342342 mm,66.69545814657658 mm,992.8999999999994 mm,1059.595458146576 mm,0.0 mm,976.9395724415396 mm,0.7757955431843125,0.0 mm,1450.0 mm,250.0 mm,1.0
6240.0 hr,24.0 hr,260.0 d,1987-09-18,261 d,121 d,32.8 °C,20.6 °C,26.700000000000045 °C,8.25 MJ d⁻¹ m⁻²,0.7423238975327446,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.96484375,2.1 g MJ⁻¹,1.9052985949875774 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,9.526492974937886 g d⁻¹ m⁻²,927.5830415228494 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,375.54194345380324 g m⁻²,false,16.5 MJ d⁻¹ m⁻²,0.5 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.5 mm d⁻¹,0.0 mm d⁻¹,0.5 mm d⁻¹,206.62500000000003 mm,992.8999999999994 mm,0.0 mm,562.7322520842055 mm,259.114468271164 mm,15.960427558459903 mm,225.79235584381556 mm,976.9395724415396 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,27.920000000000016 °C,3.854785368684617 mm d⁻¹,1.1,4.240263905553079 mm d⁻¹,0.9549418441736977 mm d⁻¹,3.285322061379382 mm d⁻¹,0.5567429231495585,0.5316571137630947 mm d⁻¹,2.4387730772534537 mm d⁻¹,-2.4704301910165483 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,175.8004962423546 mm,70.6995037576454 mm,992.8999999999994 mm,1063.599503757645 mm,0.0 mm,976.9395724415396 mm,0.7423238975327446,0.0 mm,1450.0 mm,250.0 mm,1.0
6264.0 hr,24.0 hr,261.0 d,1987-09-19,262 d,121 d,31.7 °C,21.7 °C,26.69999999999999 °C,7.05 MJ d⁻¹ m⁻²,0.7216724434803596,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9744,2.1 g MJ⁻¹,1.5985461667998924 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,7.992730833999461 g d⁻¹ m⁻²,937.1095344977873 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,385.0684364287411 g m⁻²,false,14.1 MJ d⁻¹ m⁻²,31.5 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,31.5 mm d⁻¹,0.0 mm d⁻¹,31.5 mm d⁻¹,206.62500000000003 mm,993.3999999999994 mm,0.0 mm,563.2639091979686 mm,261.5532413484175 mm,15.960427558459903 mm,225.79235584381556 mm,977.4395724415396 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,27.69999999999999 °C,3.281357416791552 mm d⁻¹,1.1,3.6094931584707073 mm d⁻¹,0.8128871527945077 mm d⁻¹,2.7966060056761997 mm d⁻¹,0.5412543326102697,0.43997869337325357 mm d⁻¹,2.0182334895681917 mm d⁻¹,29.041787817058555 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,173.33006605133804 mm,73.16993394866196 mm,993.3999999999994 mm,1066.5699339486614 mm,0.0 mm,977.4395724415396 mm,0.7216724434803596,0.0 mm,1450.0 mm,250.0 mm,1.0
6288.0 hr,24.0 hr,262.0 d,1987-09-20,263 d,121 d,31.7 °C,22.2 °C,26.94999999999999 °C,6.6 MJ d⁻¹ m⁻²,0.9644460093491876,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9723609375,2.1 g MJ⁻¹,1.9957586873186013 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,9.978793436593007 g d⁻¹ m⁻²,945.1022653317867 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,393.0611672627406 g m⁻²,false,13.2 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,1024.8999999999994 mm,0.0 mm,563.7038878913419 mm,263.5714748379857 mm,15.960427558459903 mm,225.79235584381556 mm,1008.9395724415396 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,27.899999999999977 °C,3.082744729137801 mm d⁻¹,1.1,3.3910192020515817 mm d⁻¹,0.7636850447432657 mm d⁻¹,2.627334157308316 mm d⁻¹,0.7233345070118907,0.5523997453517238 mm d⁻¹,2.5339219432428157 mm d⁻¹,-3.0863216885945395 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,202.37185386839658 mm,44.128146131603415 mm,1024.8999999999994 mm,1069.0281461316029 mm,0.0 mm,1008.9395724415396 mm,0.9644460093491876,0.0 mm,1450.0 mm,250.0 mm,1.0
