year,jday,time,Tair,RH,Wind,SolRad,Rain
2014,1,1:00,4.9,94.3,0.2,0,0
2014,1,2:00,5.2,94.4,0.2,0,0
2014,1,3:00,5.1,94.6,0.6,0,0
2014,1,4:00,4.2,94.6,0.6,0,0
2014,1,5:00,3.9,94.6,1,0,0
2014,1,6:00,3.3,94.5,0.2,0,0
2014,1,7:00,2.9,94.4,0.2,0,0
2014,1,8:00,2.1,94.3,0.2,1,0
2014,1,9:00,2.5,94.6,0.3,44,0
2014,1,10:00,3.6,94.8,0.4,56,0
2014,1,11:00,4.2,94.6,0.3,148,0
2014,1,12:00,5,94.3,1.2,266,0
2014,1,13:00,5.1,93.8,0.7,167,0
2014,1,14:00,5.7,92.4,0.4,138,0
2014,1,15:00,6.2,90.3,0.9,105,0
2014,1,16:00,6.2,89.4,0.4,42,0
2014,1,17:00,6.1,89.5,0,3,0
2014,1,18:00,6.1,90.5,0,0,0
2014,1,19:00,5.9,91.1,0,0,0
2014,1,20:00,5.9,91.5,0.1,0,0
2014,1,21:00,6,91.4,0.8,0,0
2014,1,22:00,5.9,90.3,0.3,0,0
2014,1,23:00,5.5,90,0.1,0,0
2014,2,0:00,5.4,91.1,0.1,0,0
2014,2,1:00,5.4,91.6,0.1,0,0
2014,2,2:00,5.6,92.1,0.1,0,0.25
2014,2,3:00,6.1,92.5,0.4,0,0.51
2014,2,4:00,6.1,92.7,0.4,0,0.25
2014,2,5:00,5.9,93.2,0,0,0
2014,2,6:00,6,93.4,0,0,0
2014,2,7:00,5.9,93.5,0,0,0
2014,2,8:00,5.7,93.6,0,0,0
2014,2,9:00,6,93.8,0.3,7,0
2014,2,10:00,6.6,93.6,0.9,21,0
2014,2,11:00,7.3,91.3,1.3,38,0
2014,2,12:00,7.7,85.5,1.6,46,0
2014,2,13:00,8.1,81.7,1.4,41,0
2014,2,14:00,8.5,80,1,29,0
2014,2,15:00,8.8,79,0.9,13,0
2014,2,16:00,10.1,66,2.2,5,0
2014,2,17:00,10,68.2,1.5,1,0
2014,2,18:00,9.8,71.3,1.6,0,0
2014,2,19:00,9,80.9,1.4,0,0.25
2014,2,20:00,8.9,82.9,1.8,0,0.76
2014,2,21:00,8.3,88.1,1.2,0,3.81
2014,2,22:00,7.7,91.7,0.5,0,2.79
2014,2,23:00,7.8,93,1.2,0,0.51
2014,3,0:00,7.8,92.1,1.5,0,0.51
2014,3,1:00,6.4,83.3,1,0,0
2014,3,2:00,4.1,88.1,0.3,0,0
2014,3,3:00,3.5,90.6,0.8,0,0
2014,3,4:00,3,90.2,0.7,0,0
2014,3,5:00,4.3,91,1.5,0,0
2014,3,6:00,5.6,86.7,1.3,0,0
2014,3,7:00,4.4,84.6,0.9,0,0
2014,3,8:00,4.8,84.7,1.2,0,0
2014,3,9:00,4.9,82.5,1.7,9,0
2014,3,10:00,5.4,78.9,1.2,117,0
2014,3,11:00,6.4,72.1,1,196,0
2014,3,12:00,6.9,69.3,1.6,296,0
2014,3,13:00,7.6,65.6,1.4,320,0
2014,3,14:00,8,61.9,1.2,286,0
2014,3,15:00,7.6,61.5,1.1,124,0
2014,3,16:00,7.4,63,0.7,55,0
2014,3,17:00,6.8,69.1,0.7,4,0
2014,3,18:00,4.9,78.1,0.9,0,0.25
2014,3,19:00,3.6,88.5,0,0,0
2014,3,20:00,4,90.3,0.4,0,0
2014,3,21:00,3.1,91.1,0.1,0,0
2014,3,22:00,3.4,92.1,0,0,0.25
2014,3,23:00,3.7,92.6,0,0,0
2014,4,0:00,3.9,92.9,0.1,0,0
2014,4,1:00,3.4,93.1,0.4,0,0
2014,4,2:00,2.8,93.2,0.7,0,0
2014,4,3:00,2.7,93.4,0.1,0,0
2014,4,4:00,2.8,93.5,0.1,0,0
2014,4,5:00,2.8,93.5,0.1,0,0
2014,4,6:00,2.9,93.4,0.3,0,0
2014,4,7:00,2.3,92.2,0.6,0,0
2014,4,8:00,0.7,91.7,0,1,0
2014,4,9:00,1.2,92.2,0.4,31,0
2014,4,10:00,3.1,89.7,0.9,174,0
2014,4,11:00,4.5,80.3,1.3,216,0
2014,4,12:00,5.9,72.2,1.3,308,0
2014,4,13:00,7,62.6,1.2,320,0
2014,4,14:00,7.6,57.9,1.6,272,0
2014,4,15:00,7.6,58.9,1.5,177,0
2014,4,16:00,6.5,67.7,1.5,63,0
2014,4,17:00,5.2,67.7,1,6,0
2014,4,18:00,2.8,78.2,0.2,0,0
2014,4,19:00,2.6,78.3,0.9,0,0
2014,4,20:00,1.3,81.7,0.2,0,0
2014,4,21:00,0.5,86,0.3,0,0
2014,4,22:00,0,88.3,0.6,0,0
2014,4,23:00,-0.7,89.4,0.3,0,0
2014,5,0:00,-1,90.4,0.9,0,0
2014,5,1:00,-1.1,90.8,0.4,0,0
2014,5,2:00,-1.4,91,0.6,0,0
2014,5,3:00,-1.7,91.2,0.8,0,0
2014,5,4:00,-1.6,91.3,0.7,0,0
2014,5,5:00,-2.1,91.1,0.6,0,0
2014,5,6:00,-2.3,91.2,0.6,0,0
2014,5,7:00,-2.2,91.1,0.6,0,0
2014,5,8:00,-2.4,91.1,0.5,1,0
2014,5,9:00,-2.3,91,0.5,25,0
2014,5,10:00,0.6,89.8,0.9,184,0
2014,5,11:00,3.8,75,1,280,0
2014,5,12:00,5.5,66.4,1.2,319,0
2014,5,13:00,6.8,62.2,1.4,317,0
2014,5,14:00,7.7,57,1.7,273,0
2014,5,15:00,7.7,54.7,1.9,176,0
2014,5,16:00,7.1,58.1,1.8,78,0
2014,5,17:00,6,62.1,1.1,13,0
2014,5,18:00,3.9,69.2,0.3,0,0
2014,5,19:00,2.1,77.8,0.2,0,0
2014,5,20:00,1.5,82.2,0,0,0
2014,5,21:00,0.8,85,0,0,0
2014,5,22:00,0.4,87.3,0.3,0,0
2014,5,23:00,0.2,88.8,0.8,0,0
2014,6,0:00,-0.4,89.6,0.6,0,0
2014,6,1:00,-0.7,90.2,0.2,0,0
2014,6,2:00,-0.6,90.7,0.9,0,0
2014,6,3:00,-0.6,90.9,0.5,0,0
2014,6,4:00,-0.9,91,0.7,0,0
2014,6,5:00,-0.9,91,0.8,0,0
2014,6,6:00,-1.1,91.1,0.7,0,0
2014,6,7:00,-1.3,91.1,0.6,0,0
2014,6,8:00,-1.2,91.2,0.8,1,0
2014,6,9:00,-0.8,91.5,0.4,20,0
2014,6,10:00,0.3,91.7,0.2,64,0
2014,6,11:00,2.6,91.4,0.5,175,0.25
2014,6,12:00,4.3,84.3,0.8,220,0
2014,6,13:00,4.4,81.1,0.3,95,0
2014,6,14:00,4.6,81.2,0.1,65,0
2014,6,15:00,4.6,81.1,0.2,40,0
2014,6,16:00,4.2,83.1,0,22,0
2014,6,17:00,4.8,82,1.2,2,0
2014,6,18:00,5.3,75.4,1,0,0
2014,6,19:00,4.7,77.1,0.4,0,0
2014,6,20:00,4.6,78.8,0.1,0,0
2014,6,21:00,5.6,74.4,1,0,0
2014,6,22:00,6.7,61.9,1.2,0,0
2014,6,23:00,5.6,65.9,0,0,0
2014,7,0:00,5.8,68.2,0.2,0,0
2014,7,1:00,5.1,81,0.1,0,1.52
2014,7,2:00,4.3,87.4,0,0,1.78
2014,7,3:00,4.3,90.4,0,0,1.27
2014,7,4:00,4.5,91.7,0,0,0
2014,7,5:00,4.6,92.2,0,0,0.25
2014,7,6:00,4.5,92.7,0,0,0
2014,7,7:00,4.7,93.2,0,0,0
2014,7,8:00,5.1,93.5,0,0,0.25
2014,7,9:00,5.4,93.7,0,8,0.25
2014,7,10:00,5.9,94,0.7,38,0.76
2014,7,11:00,6,94.1,1.1,24,0.25
2014,7,12:00,6.6,94,0,66,0
2014,7,13:00,7.3,93.8,0.4,59,0.51
2014,7,14:00,7.4,93.1,1.3,57,0
2014,7,15:00,7.7,91.7,1.6,42,0
2014,7,16:00,7.8,90.1,1.2,13,0.25
2014,7,17:00,7.5,90.8,0.6,3,0.76
2014,7,18:00,7.2,92.1,0.1,0,1.02
2014,7,19:00,7.2,93,0.1,0,1.02
2014,7,20:00,7.3,93.5,0,0,0.25
2014,7,21:00,7.2,93.8,0,0,0.25
2014,7,22:00,7.3,94.1,0.3,0,0
2014,7,23:00,7.4,94.2,0.7,0,0
2014,8,0:00,7.5,94.3,1.4,0,0
2014,8,1:00,7.5,94.1,0.6,0,0
2014,8,2:00,7.7,93.6,0.9,0,0
2014,8,3:00,7.5,92.8,0.4,0,0
2014,8,4:00,7.4,92.7,0.7,0,0
2014,8,5:00,7.5,92.7,0.5,0,0
2014,8,6:00,7.8,92.6,1.1,0,0
2014,8,7:00,8,92.8,1.5,0,0
2014,8,8:00,8.2,92.4,1.4,0,0
2014,8,9:00,8.5,90.1,1.5,13,0
2014,8,10:00,8.4,89.8,1.5,16,0.25
2014,8,11:00,8.2,91.3,1.4,34,1.02
2014,8,12:00,8.4,92.2,1.2,77,0.76
2014,8,13:00,8.4,92.5,1.2,44,0.76
2014,8,14:00,8.5,92.6,1.5,26,2.54
2014,8,15:00,8.7,92.6,1.9,47,1.27
2014,8,16:00,8.7,93.1,1.7,16,1.52
2014,8,17:00,8.3,91.8,1.7,2,4.32
2014,8,18:00,8.7,89.8,1.7,0,0.51
2014,8,19:00,8.8,88,1.9,0,0.25
2014,8,20:00,8.6,85.9,2.1,0,0
2014,8,21:00,8.6,85.5,1.3,0,0
2014,8,22:00,8.6,84.7,1.1,0,0
2014,8,23:00,8.2,84.2,0.9,0,0
2014,9,0:00,7.6,84.9,0.9,0,0
2014,9,1:00,7.2,80.6,1.1,0,0
2014,9,2:00,7.1,76.8,1,0,0
2014,9,3:00,6.7,78.7,1,0,0
2014,9,4:00,6.8,78.4,1.2,0,0
2014,9,5:00,5.9,80.5,1,0,0
2014,9,6:00,5.4,82.9,0.9,0,0
2014,9,7:00,5.3,83.6,1,0,0
2014,9,8:00,5.5,84.1,1.4,1,0
2014,9,9:00,5.9,83.3,1.5,12,0
2014,9,10:00,6.6,81.5,1.6,33,0
2014,9,11:00,7,82.1,1.5,46,0
2014,9,12:00,7.3,79.6,1.3,52,0
2014,9,13:00,6.8,83.2,2,50,0.25
2014,9,14:00,6.9,84,2,69,0.25
2014,9,15:00,6.7,86.3,2.3,44,0.25
2014,9,16:00,6.6,88.6,2.1,26,0.51
2014,9,17:00,6.5,90.9,2,2,0.25
2014,9,18:00,6.6,92.4,1.9,0,0.51
2014,9,19:00,7.3,92.7,2.1,0,0
2014,9,20:00,8.8,88.8,2,0,0
2014,9,21:00,9.2,82,2.4,0,0
2014,9,22:00,8.9,83.2,1.2,0,0
2014,9,23:00,8.8,82.6,1.2,0,0
2014,10,0:00,8.7,80.6,2.1,0,0
2014,10,1:00,8.8,77.9,2.1,0,0
2014,10,2:00,8.7,77.2,2.6,0,0
2014,10,3:00,8.7,77,2.6,0,0
2014,10,4:00,8.7,77,2.1,0,0
2014,10,5:00,8.6,78.9,2.3,0,0
2014,10,6:00,8.6,80,2.2,0,0
2014,10,7:00,8.5,80.6,2,0,0
2014,10,8:00,8.5,80.7,1.9,0,0
2014,10,9:00,8.6,80.2,1.7,5,0
2014,10,10:00,8.7,79.5,1.8,22,0
2014,10,11:00,8.7,79.5,1.7,37,0
2014,10,12:00,8.8,79.1,1.6,44,0
2014,10,13:00,8.8,79.7,1.7,51,0
2014,10,14:00,8.9,79.8,1.7,45,0
2014,10,15:00,9.1,79.3,1.2,39,0
2014,10,16:00,9.1,79.3,1.5,37,0
2014,10,17:00,8.7,81.9,1.9,5,0
2014,10,18:00,8.3,83.8,2.1,0,0
2014,10,19:00,8.2,83,1.9,0,0
2014,10,20:00,8.2,82.6,2.2,0,0.25
2014,10,21:00,8.2,85.7,2.1,0,0.25
2014,10,22:00,8.4,88,1.4,0,1.27
2014,10,23:00,8.6,90.5,0.7,0,1.78
2014,11,0:00,8.6,92.9,0.2,0,2.29
2014,11,1:00,9,93.8,0.6,0,0.76
2014,11,2:00,11.6,86.8,2.2,0,2.03
2014,11,3:00,12,81,2.6,0,1.02
2014,11,4:00,11.8,83.7,2.4,0,2.54
2014,11,5:00,10.3,83.7,3.6,0,3.05
2014,11,6:00,8.5,83.2,3,0,0.51
2014,11,7:00,7.9,83.4,2.3,0,0
2014,11,8:00,7.6,83.2,2.2,0,0.25
2014,11,9:00,7.5,82.5,2.2,13,0.25
2014,11,10:00,8,78.8,2.9,59,0
2014,11,11:00,8.3,78.8,3.2,49,0
2014,11,12:00,8,81.7,2.5,9,5.59
2014,11,13:00,6,86.8,2.7,131,3.05
2014,11,14:00,8,83.4,3,93,0.51
2014,11,15:00,7.6,84.7,2.6,15,2.03
2014,11,16:00,7.5,83.8,2.3,36,1.27
2014,11,17:00,7.4,84.6,2.2,7,0.25
2014,11,18:00,7.5,82.1,1.8,0,0
2014,11,19:00,7.7,79.8,1.8,0,0
2014,11,20:00,7.6,77.6,2.1,0,0
2014,11,21:00,7.4,78.3,1.6,0,0
2014,11,22:00,6.8,81.5,0.7,0,0
2014,11,23:00,5.2,87.4,0.6,0,0
2014,12,0:00,5.4,88.1,1,0,0
2014,12,1:00,5.7,84.6,0.6,0,0
2014,12,2:00,6.6,76.9,0.8,0,0
2014,12,3:00,6.8,71.7,1,0,0
2014,12,4:00,6.7,73.7,0.6,0,0
2014,12,5:00,6.7,76.7,0.1,0,0
2014,12,6:00,6.3,81.6,0.4,0,0
2014,12,7:00,6.8,77.2,0.9,0,0
2014,12,8:00,6.5,79.7,1.5,0,0
2014,12,9:00,5.8,84.8,1.8,4,0
2014,12,10:00,5.5,85.7,1.9,47,0
2014,12,11:00,5.9,84.6,1.6,30,0
2014,12,12:00,6.7,84.7,1.3,38,0
2014,12,13:00,8.7,85.6,1.1,28,0
2014,12,14:00,9.4,85.1,1.2,27,0
2014,12,15:00,10.3,83.1,1.7,40,0
2014,12,16:00,10.7,81.4,1.8,25,0
2014,12,17:00,10.8,81.6,1.6,2,0
2014,12,18:00,10.6,82.5,1.1,0,0
2014,12,19:00,10.3,83.1,0.9,0,0
2014,12,20:00,10.3,79.5,1.7,0,0
2014,12,21:00,10.1,79.9,1.4,0,0
2014,12,22:00,10,80.4,1.7,0,0
2014,12,23:00,10.2,80.3,1.8,0,0
2014,13,0:00,10.3,80.2,1.7,0,0
2014,13,1:00,10.3,80.4,1.8,0,0
2014,13,2:00,10.2,80.6,1.8,0,0
2014,13,3:00,10.2,80.5,1.6,0,0
2014,13,4:00,10.1,80.4,1.9,0,0
2014,13,5:00,9.9,81.3,2.1,0,0
2014,13,6:00,10,78.4,2.2,0,0
2014,13,7:00,10,78,2.1,0,0
2014,13,8:00,9.9,79.5,1.8,0,0
2014,13,9:00,10,80,1.8,9,0
2014,13,10:00,10,81,1.7,29,0
2014,13,11:00,10.2,81.2,1.6,35,0
2014,13,12:00,10.5,81,1.7,52,0
2014,13,13:00,10.9,80.2,1.4,68,0
2014,13,14:00,10.5,82.1,1.8,95,0
2014,13,15:00,10.5,83,1.9,90,0
2014,13,16:00,10.3,84,1.9,50,0
2014,13,17:00,9.9,85.8,0.9,12,0
2014,13,18:00,9.5,87.5,0.2,0,0
2014,13,19:00,9.6,87.8,0.8,0,0
2014,13,20:00,9.9,85.9,0.7,0,0
2014,13,21:00,10,85.4,0.5,0,0
2014,13,22:00,10,83.9,1.1,0,0
2014,13,23:00,9.8,85,1.1,0,0
2014,14,0:00,9.9,84.7,1.1,0,0
2014,14,1:00,9.7,85.9,1.2,0,0
2014,14,2:00,9.8,84.8,0.9,0,0
2014,14,3:00,9.7,85.1,0.7,0,0
2014,14,4:00,9.4,86.7,0.9,0,0
2014,14,5:00,8.9,88.4,0.4,0,0
2014,14,6:00,8.5,89.4,0.2,0,0
2014,14,7:00,8,90.9,0.1,0,0
2014,14,8:00,8.2,91.7,0,0,0
2014,14,9:00,8.3,92,0.2,17,0
2014,14,10:00,8.9,91.5,0,34,0
2014,14,11:00,9.9,88.2,0,57,0
2014,14,12:00,9.9,84.8,0.4,44,0
2014,14,13:00,10.2,85.9,0.2,57,0
2014,14,14:00,10.1,84.6,0,37,0
2014,14,15:00,10.2,84.9,0.1,54,0
2014,14,16:00,10.4,81.8,0.3,27,0
2014,14,17:00,9.7,82.6,0,8,0
2014,14,18:00,8.4,87.4,0,0,0
2014,14,19:00,7.1,90.5,0,0,0
2014,14,20:00,6.9,92.2,0,0,0
2014,14,21:00,7.4,92.8,0,0,0
2014,14,22:00,7.6,93.1,0,0,0
2014,14,23:00,7.7,93.3,0,0,0
2014,15,0:00,7.7,93.4,0,0,0
2014,15,1:00,7.6,93.7,0,0,0
2014,15,2:00,7.5,93.8,0,0,0
2014,15,3:00,7.6,93.9,0,0,0
2014,15,4:00,7.3,94,0.1,0,0
2014,15,5:00,7.3,94.1,0,0,0
2014,15,6:00,7.5,94.3,0.1,0,0
2014,15,7:00,7.5,94.2,0.2,0,0
2014,15,8:00,7.6,94,0.6,0,0
2014,15,9:00,7.6,92.7,0.5,8,0
2014,15,10:00,7.5,90.5,0.8,61,0
2014,15,11:00,8.3,87,0.8,182,0
2014,15,12:00,10,74.3,1.2,318,0
2014,15,13:00,10.6,70.2,1.3,251,0
2014,15,14:00,10.7,68.9,0.9,172,0
2014,15,15:00,10.3,70.6,0.9,101,0
2014,15,16:00,10.5,69,1.5,94,0
2014,15,17:00,9.3,73.2,0.7,16,0
2014,15,18:00,8.3,78.5,1.1,0,0
2014,15,19:00,6.9,83.9,0.7,0,0
2014,15,20:00,5.8,88.4,0.4,0,0
2014,15,21:00,4.8,90.2,0.2,0,0
2014,15,22:00,4.3,91.6,0.6,0,0
2014,15,23:00,5.5,92.9,0.8,0,0
2014,16,0:00,6.1,92.9,1,0,0
2014,16,1:00,5.8,92.2,1.3,0,0
2014,16,2:00,5.4,92,1.4,0,0
2014,16,3:00,5.3,91.7,1.3,0,0
2014,16,4:00,5.4,92.1,0.9,0,0
2014,16,5:00,5.6,92,1.3,0,0
2014,16,6:00,5.5,91.6,0.4,0,0
2014,16,7:00,5,92.2,0.7,0,0
2014,16,8:00,4.7,92.8,0.7,0,0
2014,16,9:00,4.9,93.1,0.5,8,0
2014,16,10:00,4.9,92.6,1.1,31,0
2014,16,11:00,5.3,91.3,1.1,65,0
2014,16,12:00,5.5,89.2,1.2,97,0
2014,16,13:00,5.7,87.3,1.1,118,0
2014,16,14:00,5.9,86.4,0.8,94,0
2014,16,15:00,6.3,84.3,1,107,0
2014,16,16:00,6.6,83,0.9,52,0
2014,16,17:00,6,84.6,1.4,10,0
2014,16,18:00,5.8,85,1.4,0,0
2014,16,19:00,5.5,86.2,1.4,0,0
2014,16,20:00,5.2,87.7,1.6,0,0
2014,16,21:00,5.5,88.4,1.1,0,0
2014,16,22:00,5.3,88.6,1.1,0,0
2014,16,23:00,4.9,89.8,0.9,0,0
2014,17,0:00,4.6,91,1.3,0,0
2014,17,1:00,4.3,92,1.1,0,0
2014,17,2:00,4,92.4,0.9,0,0
2014,17,3:00,3.9,92.8,1.2,0,0
2014,17,4:00,4,92.9,0.9,0,0
2014,17,5:00,4,92.9,1.3,0,0
2014,17,6:00,3.9,92.7,1.1,0,0
2014,17,7:00,3.6,92.6,0.5,0,0
2014,17,8:00,3,92.8,0.8,0,0
2014,17,9:00,3.2,93.1,0.5,21,0
2014,17,10:00,3.8,92.9,1,48,0
2014,17,11:00,4.3,91.8,1.3,71,0
2014,17,12:00,4.7,89.1,1.4,91,0
2014,17,13:00,5.1,86.7,1.4,100,0
2014,17,14:00,5.6,83.5,1.4,161,0
2014,17,15:00,6.3,79.6,1.9,212,0
2014,17,16:00,5.8,82,1.8,87,0
2014,17,17:00,5.3,84.6,1.4,17,0
2014,17,18:00,5,86.3,0.9,0,0
2014,17,19:00,4.7,87.8,0.9,0,0
2014,17,20:00,4.7,88.7,0.8,0,0
2014,17,21:00,3.9,89.9,0.7,0,0
2014,17,22:00,4.1,90.5,0.3,0,0
2014,17,23:00,4.2,91.1,1.4,0,0
2014,18,0:00,3.4,91.6,1.4,0,0
2014,18,1:00,3.5,91.8,1.2,0,0
2014,18,2:00,3.2,91.6,1.1,0,0
2014,18,3:00,2.9,92.1,1.2,0,0
2014,18,4:00,2.6,92.3,0.8,0,0
2014,18,5:00,2.5,92.6,0.8,0,0
2014,18,6:00,2.3,93,1,0,0
2014,18,7:00,1.9,93.2,0.8,0,0
2014,18,8:00,2,93.4,0.9,2,0
2014,18,9:00,2.2,93.4,1.1,26,0
2014,18,10:00,3,92.8,1.7,69,0
2014,18,11:00,3.7,91.2,2.1,101,0
2014,18,12:00,4.9,88,1,158,0
2014,18,13:00,6.3,80.1,0.8,186,0
2014,18,14:00,6.6,79.3,1.7,103,0
2014,18,15:00,7,77.9,1.3,172,0
2014,18,16:00,6.3,78.8,0.5,54,0
2014,18,17:00,6,80.3,0.1,14,0
2014,18,18:00,5.4,82.2,0.2,0,0
2014,18,19:00,4.7,86.2,0.8,0,0
2014,18,20:00,4.4,86.8,0.3,0,0
2014,18,21:00,3.9,88.9,0.4,0,0
2014,18,22:00,3.3,90.2,0.2,0,0
2014,18,23:00,2.6,91,0.4,0,0
2014,19,0:00,2,91.6,0.3,0,0
2014,19,1:00,1.8,92.1,0.1,0,0
2014,19,2:00,2.2,92.7,0.8,0,0
2014,19,3:00,1.9,93,0.7,0,0
2014,19,4:00,2.1,93.3,0.2,0,0
2014,19,5:00,2.5,93.4,0.1,0,0
2014,19,6:00,2.7,93.5,0.1,0,0
2014,19,7:00,3.1,93.8,0.3,0,0
2014,19,8:00,3.6,93.9,0.2,0,0
2014,19,9:00,3.8,94,0.4,15,0
2014,19,10:00,4,94.1,0.4,28,0
2014,19,11:00,4.3,94.2,0.2,51,0
2014,19,12:00,4.9,94.1,0.8,77,0
2014,19,13:00,5.4,93.3,1,55,0
2014,19,14:00,5.9,91.3,1.3,51,0
2014,19,15:00,6.1,88.2,1.2,31,0
2014,19,16:00,5.8,83.9,1,21,0
2014,19,17:00,5.4,83.5,0.6,5,0
2014,19,18:00,5.3,83.8,1,0,0
2014,19,19:00,5.4,85,0.9,0,0
2014,19,20:00,5.3,85.4,0.8,0,0
2014,19,21:00,5,85.6,0.9,0,0
2014,19,22:00,4.7,85.1,0.7,0,0
2014,19,23:00,4.5,85.7,0.6,0,0
2014,20,0:00,4.4,85.7,0.9,0,0
2014,20,1:00,4.5,85.2,1.3,0,0
2014,20,2:00,4.4,85.2,1.1,0,0
2014,20,3:00,4.5,84.1,1.2,0,0
2014,20,4:00,4.5,83.9,1.3,0,0
2014,20,5:00,4.3,84.2,1.2,0,0
2014,20,6:00,4,84.8,1,0,0
2014,20,7:00,3.8,85.1,0.8,0,0
2014,20,8:00,3.7,85.1,0.9,1,0
2014,20,9:00,3.8,84.7,1.4,19,0
2014,20,10:00,4.1,83.8,1.6,69,0
2014,20,11:00,4.2,82.9,1.5,176,0
2014,20,12:00,6,74.9,1.3,345,0
2014,20,13:00,7.6,67.9,1.5,358,0
2014,20,14:00,7.9,67.1,1.6,323,0
2014,20,15:00,8.9,63.7,1.1,245,0
2014,20,16:00,9.6,64.1,1,132,0
2014,20,17:00,8.4,68.1,0.9,16,0
2014,20,18:00,6.7,72.2,0.7,0,0
2014,20,19:00,5.1,78,0.5,0,0
2014,20,20:00,3.9,81.5,0.1,0,0
2014,20,21:00,3,85.8,0,0,0
2014,20,22:00,2.3,88.5,0,0,0
2014,20,23:00,1.7,89.9,0,0,0
2014,21,0:00,1.1,90.6,0,0,0
2014,21,1:00,0.7,91.1,0,0,0
2014,21,2:00,0.3,91.5,0.5,0,0
2014,21,3:00,0.5,92.1,0.7,0,0
2014,21,4:00,1.3,92.6,0.7,0,0
2014,21,5:00,1.8,93,0.2,0,0
2014,21,6:00,2.1,93.3,0.9,0,0
2014,21,7:00,2.2,93.6,0,0,0
2014,21,8:00,2.4,93.8,0.3,2,0
2014,21,9:00,2.8,94.1,0.4,22,0
2014,21,10:00,3.2,94.3,0.2,46,0
2014,21,11:00,3.7,94.4,0.9,88,0
2014,21,12:00,3.7,94.4,0.9,99,0
2014,21,13:00,3.9,94.4,0.5,120,0
2014,21,14:00,5.4,93.7,0.7,228,0
2014,21,15:00,6.2,87.8,0.7,145,0
2014,21,16:00,6.3,84.4,0.4,56,0
2014,21,17:00,6.3,84.8,1.1,13,0
2014,21,18:00,8.6,69.4,1.4,0,0
2014,21,19:00,8.1,74.8,1.5,0,0
2014,21,20:00,8,78.2,1.4,0,0
2014,21,21:00,7.4,79,0.4,0,0
2014,21,22:00,5.7,84.3,0.6,0,0
2014,21,23:00,5.3,87.3,0.2,0,0
2014,22,0:00,6.4,87.9,0.7,0,0
2014,22,1:00,7,86,0.4,0,0
2014,22,2:00,6.7,87.8,1.2,0,0
2014,22,3:00,6.5,91,0.2,0,0.25
2014,22,4:00,6.5,92,0,0,0
2014,22,5:00,6.4,92.5,0,0,0
2014,22,6:00,6.4,93,0,0,0
2014,22,7:00,6.4,93.3,0,0,0
2014,22,8:00,6.4,93.4,0,1,0
2014,22,9:00,6.2,93.6,0.1,18,0
2014,22,10:00,7,93.6,0.2,40,0
2014,22,11:00,7.8,91,0.8,84,0
2014,22,12:00,8.3,85.7,1.6,139,0
2014,22,13:00,8.8,82,1.5,128,0
2014,22,14:00,8.8,80.8,1.1,91,0
2014,22,15:00,8.7,82.5,0.8,92,0
2014,22,16:00,8.6,78.8,1.4,52,0
2014,22,17:00,8.1,79.3,1.7,20,0
2014,22,18:00,7.7,80.5,1.4,0,0
2014,22,19:00,7.7,79.4,1.4,0,0
2014,22,20:00,7.4,77.8,2,0,0
2014,22,21:00,7.2,78.1,1.7,0,0
2014,22,22:00,6.8,79.9,1.7,0,0
2014,22,23:00,6.4,81.9,1.5,0,0
2014,23,0:00,6.1,82.9,1.2,0,0
2014,23,1:00,6.1,83.2,1.4,0,0
2014,23,2:00,6.2,83.1,1.5,0,0
2014,23,3:00,6.2,82.1,1.4,0,0
2014,23,4:00,6.1,82.6,1.4,0,0
2014,23,5:00,5.9,83.4,1.1,0,0
2014,23,6:00,5.6,84.5,1.7,0,0
2014,23,7:00,5.2,85.6,2.1,0,0
2014,23,8:00,5.2,85.8,2.1,1,0
2014,23,9:00,5.1,85.8,1.5,18,0
2014,23,10:00,4.9,85.5,1.5,71,0
2014,23,11:00,5.4,83.6,1.7,203,0
2014,23,12:00,7.5,72.7,1.5,356,0
2014,23,13:00,9,66.6,2.1,367,0
2014,23,14:00,8.5,68.3,2.6,333,0
2014,23,15:00,9,65.1,2.3,260,0
2014,23,16:00,9.5,61.4,2.1,150,0
2014,23,17:00,8.6,65.4,1.7,19,0
2014,23,18:00,6.9,73.6,0.6,1,0
2014,23,19:00,5.6,79.4,0.5,0,0
2014,23,20:00,5.2,84.3,0.9,0,0
2014,23,21:00,5.4,83.8,1.2,0,0
2014,23,22:00,4,86.8,0.5,0,0
2014,23,23:00,3.3,89.4,0.7,0,0
2014,24,0:00,2.5,90.9,0.6,0,0
2014,24,1:00,1.8,91.4,0.4,0,0
2014,24,2:00,1.2,91.8,0.4,0,0
2014,24,3:00,0.7,92.1,0.4,0,0
2014,24,4:00,0.6,92.3,0.4,0,0
2014,24,5:00,0.3,92.4,0.6,0,0
2014,24,6:00,0.2,92.6,0.7,0,0
2014,24,7:00,0.2,92.7,0.5,0,0
2014,24,8:00,0.1,92.8,0.8,3,0
2014,24,9:00,0.6,92.8,0.5,44,0
2014,24,10:00,3.6,93,0.4,177,0
2014,24,11:00,6.7,84.4,0.9,321,0
2014,24,12:00,8.2,75.4,1.2,368,0
2014,24,13:00,9.9,68.6,1.3,380,0
2014,24,14:00,10.6,66.3,1.8,346,0
2014,24,15:00,11.5,62.3,1.4,273,0
2014,24,16:00,12.4,59.9,0.6,156,0
2014,24,17:00,10.3,69.1,0.8,20,0
