obs_yield,precip,rad,maxt,mint,sat,hyd,clay,bulk,water,lat,long,elev
29.64,430.03,19.38,26.74,14.04,0.34,15.53,0.26,1.58,1,40.85,-76.71,234.97
29.32,467.98,18.75,27.06,15.24,0.36,13.59,0.23,1.58,1,40.71,-76.22,322.79
29.32,467.98,18.75,27.06,15.24,0.36,13.59,0.23,1.58,1,40.71,-76.22,322.79
29.32,417.73,19.04,28.33,15.02,0.36,13.59,0.23,1.58,1,40.71,-76.22,322.79
27.93,382.38,19.78,27.66,13.82,0.39,5.65,0.45,1.63,1,40.4,-77.26,259.62
27.93,382.38,19.78,27.66,13.82,0.33,18.54,0.18,1.56,1,40.4,-77.26,259.62
27.93,430.03,19.38,26.74,14.04,0.36,14.98,0.21,1.55,1,40.4,-77.26,259.62
28.47,407.47,19.26,27.07,14.84,0.38,12.35,0.25,1.57,1,40.16,-77.27,213.06
28.47,342.12,18.79,27.65,16.36,0.37,23.29,0.37,1.6,1,40.16,-77.27,213.06
28.47,356.42,18.89,27.74,15.12,0.37,23.29,0.37,1.6,1,40.16,-77.27,213.06
29.37,342.12,18.79,27.65,16.36,0.35,18.14,0.18,1.55,1,40.42,-76.78,203.31
29.37,430.03,19.38,26.74,14.04,0.35,18.14,0.18,1.55,1,40.42,-76.78,203.31
29.37,430.03,19.38,26.74,14.04,0.36,16,0.21,1.53,1,40.42,-76.78,203.31
31.34,337.23,19.64,26.22,12.39,0.35,19.31,0.18,1.5,1,41.79,-76.52,418.84
31.34,337.23,19.64,26.22,12.39,0.36,29.65,0.11,1.47,1,41.79,-76.52,418.84
31.34,337.23,19.64,26.22,12.39,0.35,12.4,0.24,1.64,1,41.79,-76.52,418.84
28.83,382.38,19.78,27.66,13.82,0.39,5.65,0.45,1.63,1,40.53,-77.4,261.97
28.83,382.38,19.78,27.66,13.82,0.38,19.86,0.23,1.46,1,40.53,-77.4,261.97
28.83,382.38,19.78,27.66,13.82,0.39,17.75,0.22,1.46,1,40.53,-77.4,261.97
25.78,371.92,18.03,24.27,12.61,0.39,102.76,0.05,1.35,1,41.33,-75.03,382.44
25.78,442.6,18,26.34,12.4,0.39,102.76,0.05,1.35,1,41.33,-75.03,382.44
25.78,442.6,18,26.34,12.4,0.37,43.94,0.09,1.41,1,41.33,-75.03,382.44
31.33,430.04,18.07,26.92,15.1,0.41,109.76,0.22,1.43,1,40.92,-75.71,380.98
31.33,430.04,18.07,26.92,15.1,0.34,29.33,0.21,1.58,1,40.92,-75.71,380.98
31.33,425.51,18.83,23.96,10.66,0.38,14.59,0.28,1.52,1,40.92,-75.71,380.98
24.83,430.04,18.07,26.92,15.1,0.33,17.82,0.2,1.58,1,41.06,-75.34,377.9
24.83,427.53,17.92,27.59,12.78,0.34,28.35,0.13,1.52,1,41.06,-75.34,377.9
24.83,394.71,18.78,23.57,10.87,0.41,18.35,0.23,1.41,1,41.06,-75.34,377.9
33.18,430.04,18.07,26.92,15.1,0.35,27.11,0.16,1.51,1,40.75,-75.31,171.55
33.18,430.04,18.07,26.92,15.1,0.4,9.52,0.28,1.51,1,40.75,-75.31,171.55
33.18,430.04,18.07,26.92,15.1,0.4,9.52,0.28,1.51,1,40.75,-75.31,171.55
30.13,369.62,18.84,25.56,14.16,0.35,20.29,0.17,1.55,1,41.52,-76.02,388.12
30.13,401.87,18.86,23.72,11.59,0.34,28.35,0.13,1.52,1,41.52,-76.02,388.12
30.13,401.87,18.86,23.72,11.59,0.35,12.4,0.24,1.64,1,41.52,-76.02,388.12
31.16,345.04,19.8,22.17,12.29,0.35,19.31,0.18,1.5,1,41.45,-76.51,545
31.16,345.04,19.8,22.17,12.29,0.36,34.31,0.17,1.45,1,41.45,-76.51,545
31.16,345.04,19.8,22.17,12.29,0.36,22.21,0.19,1.54,1,41.45,-76.51,545
30.35,345.04,19.8,22.17,12.29,0.33,19.55,0.21,1.6,1,41.05,-76.41,297.7
30.35,430.03,19.38,26.74,14.04,0.33,19.55,0.21,1.6,1,41.05,-76.41,297.7
30.35,430.03,19.38,26.74,14.04,0.35,14.01,0.22,1.6,1,41.05,-76.41,297.7
31.07,384.32,19.82,26.61,14.19,0.4,7.76,0.36,1.55,1,41.03,-76.66,214.58
31.07,384.32,19.82,26.61,14.19,0.41,18.62,0.24,1.4,1,41.03,-76.66,214.58
31.07,384.32,19.82,26.61,14.19,0.35,9.35,0.26,1.7,1,41.03,-76.66,214.58
27.62,430.03,19.38,26.74,14.04,0.38,14.59,0.28,1.52,1,40.77,-77.07,255.99
27.62,430.03,19.38,26.74,14.04,0.34,15.53,0.26,1.58,1,40.77,-77.07,255.99
27.62,430.03,19.38,26.74,14.04,0.36,17.85,0.21,1.44,1,40.77,-77.07,255.99
36.54,467.98,18.75,27.06,15.24,0.35,27.11,0.16,1.51,1,40.42,-75.93,168.34
36.54,467.98,18.75,27.06,15.24,0.38,11.35,0.29,1.58,1,40.42,-75.93,168.34
36.54,417.73,19.04,28.33,15.02,0.35,27.11,0.16,1.51,1,40.42,-75.93,168.34
37.97,417.73,19.04,28.33,15.02,0.34,20.91,0.16,1.5,1,40.37,-76.46,184.43
37.97,417.73,19.04,28.33,15.02,0.38,11.35,0.29,1.58,1,40.37,-76.46,184.43
37.97,417.73,19.04,28.33,15.02,0.37,23.29,0.37,1.6,1,40.37,-76.46,184.43
30.08,419.6,19.91,26.9,12.48,0.39,32.73,0.13,1.37,1,41.34,-77.06,395.9
30.08,384.32,19.82,26.61,14.19,0.36,12.04,0.29,1.61,1,41.34,-77.06,395.9
30.08,384.32,19.82,26.61,14.19,0.39,32.73,0.13,1.37,1,41.34,-77.06,395.9
30.35,430.03,19.38,26.74,14.04,0.38,14.59,0.28,1.52,1,40.96,-77.06,288.57
30.35,430.03,19.38,26.74,14.04,0.38,6.52,0.35,1.63,1,40.96,-77.06,288.57
30.35,430.03,19.38,26.74,14.04,0.4,7.76,0.36,1.55,1,40.96,-77.06,288.57
31.34,369.62,18.84,25.56,14.16,0.33,19.35,0.15,1.66,1,41.44,-75.61,445.16
31.34,369.62,18.84,25.56,14.16,0.35,20.29,0.17,1.55,1,41.44,-75.61,445.16
31.34,460.42,18.88,22.84,10.12,0.33,19.35,0.15,1.66,1,41.44,-75.61,445.16
30.85,425.51,18.83,23.96,10.66,0.41,20.06,0.25,1.35,1,41.18,-75.99,385.83
30.85,369.62,18.84,25.56,14.16,0.35,19.31,0.18,1.5,1,41.18,-75.99,385.83
30.85,369.62,18.84,25.56,14.16,0.36,22.21,0.19,1.54,1,41.18,-75.99,385.83
32.93,325.84,19.98,28.65,16.12,0.39,11.33,0.2,1.54,1,39.58,-75.94,51.48
32.93,325.84,19.98,28.65,16.12,0.37,6.27,0.21,1.64,1,39.58,-75.94,51.48
32.93,433.32,19.51,29.15,16.19,0.4,11.12,0.25,1.47,1,39.58,-75.94,51.48
31.75,410.57,19.81,28.58,16.95,0.4,26.6,0.18,1.47,1,39.26,-76.03,13.65
31.75,410.57,19.81,28.58,16.95,0.44,20.25,0.21,1.39,1,39.26,-76.03,13.65
31.75,410.57,19.81,28.58,16.95,0.44,20.25,0.21,1.39,1,39.26,-76.03,13.65
30.46,412.07,20.08,28.92,17.07,0.38,9.28,0.2,1.62,1,38.78,-76.09,8.32
30.46,412.07,20.08,28.92,17.07,0.4,7.46,0.27,1.54,1,38.78,-76.09,8.32
30.46,412.07,20.08,28.92,17.07,0.34,24.79,0.17,1.69,1,38.78,-76.09,8.32
20.55,389.05,20.53,28.06,16.55,0.35,17.16,0.15,1.61,1,38.5,-77.03,27.31
20.55,389.05,20.53,28.06,16.55,0.35,7.53,0.19,1.65,1,38.5,-77.03,27.31
20.55,440.75,20.57,28.35,16.74,0.35,17.16,0.15,1.61,1,38.5,-77.03,27.31
34.43,410.57,19.81,28.58,16.95,0.44,22.84,0.2,1.38,1,39.56,-76.32,93.07
34.43,433.32,19.51,29.15,16.19,0.38,14.99,0.2,1.51,1,39.56,-76.32,93.07
34.43,433.32,19.51,29.15,16.19,0.44,22.84,0.2,1.38,1,39.56,-76.32,93.07
26.3,410.57,19.81,28.58,16.95,0.38,27,0.12,1.39,1,39.07,-76.01,14.25
26.3,410.57,19.81,28.58,16.95,0.39,56,0.09,1.47,1,39.07,-76.01,14.25
26.3,410.57,19.81,28.58,16.95,0.39,56,0.09,1.47,1,39.07,-76.01,14.25
27.03,375.3,19.88,28.31,15.36,0.43,21,0.23,1.31,1,39.6,-77.81,194.2
27.03,375.3,19.88,28.31,15.36,0.43,13,0.25,1.37,1,39.6,-77.81,194.2
27.03,375.3,19.88,28.31,15.36,0.43,14,0.26,1.36,1,39.6,-77.81,194.2
21.3,440.75,20.57,28.35,16.74,0.38,15.74,0.24,1.57,1,38.55,-76.57,24.56
21.3,440.75,20.57,28.35,16.74,0.36,65.4,0.1,1.61,1,38.55,-76.57,24.56
21.3,388.85,20.4,28.43,16.68,0.38,15.74,0.24,1.57,1,38.55,-76.57,24.56
24.41,384.09,19.94,29.08,16.55,0.37,11.02,0.18,1.53,1,39.47,-77.4,183.86
24.41,384.09,19.94,29.08,16.55,0.41,15,0.21,1.39,1,39.47,-77.4,183.86
24.41,384.09,19.94,29.08,16.55,0.44,21,0.23,1.31,1,39.47,-77.4,183.86
26.27,405.17,19.66,28.67,16.08,0.37,9,0.24,1.56,1,39.56,-77.02,198.82
26.27,405.17,19.66,28.67,16.08,0.4,11.12,0.25,1.47,1,39.56,-77.02,198.82
26.27,405.17,19.66,28.67,16.08,0.37,11.02,0.18,1.53,1,39.56,-77.02,198.82
29.77,408.61,19.92,28.65,14.9,0.36,17.65,0.24,1.62,1,39.25,-76.93,135.8
29.77,408.61,19.92,28.65,14.9,0.35,14.66,0.14,1.55,1,39.25,-76.93,135.8
29.77,408.61,19.92,28.65,14.9,0.39,35.55,0.14,1.45,1,39.25,-76.93,135.8
,432.27,20.05,28.73,17.82,0.36,269.92,0.04,1.57,1,38.37,-75.62,9.29
,432.27,20.05,28.73,17.82,0.3,34.44,0.07,1.81,1,38.37,-75.62,9.29
,432.27,20.05,28.73,17.82,0.35,80.14,0.06,1.64,1,38.37,-75.62,9.29
,425.75,20.33,28.4,16.47,0.43,85,0.12,1.29,1,38.22,-75.36,6.69
,425.75,20.33,28.4,16.47,0.43,15,0.22,1.41,1,38.22,-75.36,6.69
,425.75,20.33,28.4,16.47,0.44,94,0.12,1.26,1,38.22,-75.36,6.69
28.33,397.19,19.71,28.92,15.81,0.35,8.51,0.19,1.64,1,38.13,-75.73,3.05
28.33,397.19,19.71,28.92,15.81,0.33,11.66,0.19,1.65,1,38.13,-75.73,3.05
28.33,397.19,19.71,28.92,15.81,0.36,8.89,0.19,1.58,1,38.13,-75.73,3.05
26.67,358.56,19.99,29.06,14.91,0.39,18.4,0.16,1.42,1,39.62,-78.7,380.34
26.67,358.56,19.99,29.06,14.91,0.39,27,0.14,1.36,1,39.62,-78.7,380.34
26.67,358.56,19.99,29.06,14.91,0.39,51.47,0.11,1.47,1,39.62,-78.7,380.34
30.61,358.56,19.99,29.06,14.91,0.4,7.61,0.26,1.51,1,39.53,-79.27,750.32
30.61,358.56,19.99,29.06,14.91,0.42,40,0.15,1.26,1,39.53,-79.27,750.32
30.61,460.21,20.64,24.7,11.3,0.4,7.61,0.26,1.51,1,39.53,-79.27,750.32
,412.07,20.08,28.92,17.07,0.34,24.79,0.17,1.69,1,38.87,-75.83,13.4
,412.07,20.08,28.92,17.07,0.33,11.41,0.19,1.76,1,38.87,-75.83,13.4
,412.07,20.08,28.92,17.07,0.35,43.85,0.09,1.61,1,38.87,-75.83,13.4
28.97,459.23,19.77,29.45,17.6,0.4,11.12,0.25,1.47,1,39.47,-76.64,129.7
28.97,405.17,19.66,28.67,16.08,0.4,9.35,0.26,1.48,1,39.47,-76.64,129.7
28.97,405.17,19.66,28.67,16.08,0.4,11.12,0.25,1.47,1,39.47,-76.64,129.7
24.98,409.15,19.99,28.4,16.96,0.39,26.35,0.2,1.52,1,39.01,-76.61,26.58
24.98,388.85,20.4,28.43,16.68,0.35,17.76,0.15,1.64,1,39.01,-76.61,26.58
24.98,388.85,20.4,28.43,16.68,0.35,13.88,0.17,1.64,1,39.01,-76.61,26.58
28.08,397.06,20.19,28.47,16.32,0.36,8,0.18,1.56,1,39.14,-77.2,123.37
28.08,397.06,20.19,28.47,16.32,0.4,25,0.15,1.36,1,39.14,-77.2,123.37
28.08,397.06,20.19,28.47,16.32,0.42,23,0.2,1.31,1,39.14,-77.2,123.37
19.58,388.85,20.4,28.43,16.68,0.28,4.06,0.15,1.96,1,38.83,-76.85,44.67
19.58,388.85,20.4,28.43,16.68,0.35,17.76,0.15,1.64,1,38.83,-76.85,44.67
19.58,388.85,20.4,28.43,16.68,0.39,26.35,0.2,1.52,1,38.83,-76.85,44.67
,377.78,20.29,28.48,16.17,0.34,44.19,0.11,1.55,1,38.66,-75.4,9.79
,377.78,20.29,28.48,16.17,0.36,269.92,0.04,1.57,1,38.66,-75.4,9.79
,377.78,20.29,28.48,16.17,0.35,77.4,0.06,1.64,1,38.66,-75.4,9.79
,297.77,20.39,28.69,16.15,0.35,43.85,0.09,1.61,1,39.58,-75.64,26.18
,297.77,20.39,28.69,16.15,0.36,8.75,0.18,1.62,1,39.58,-75.64,26.18
,297.77,20.39,28.69,16.15,0.37,6.27,0.21,1.64,1,39.58,-75.64,26.18
30.09,373.76,20.34,28.56,17.29,0.35,11.96,0.2,1.57,1,39.09,-75.57,11.8
30.09,373.76,20.34,28.56,17.29,0.34,24.79,0.17,1.69,1,39.09,-75.57,11.8
30.09,373.76,20.34,28.56,17.29,0.34,11.42,0.18,1.69,1,39.09,-75.57,11.8
34.88,394.32,22.17,28.61,14.77,0.39,22.78,0.29,1.4,1,39.18,-81.06,290.09
34.88,394.32,22.17,28.61,14.77,0.38,1.06,0.47,1.76,1,39.18,-81.06,290.09
34.88,388.37,21.9,27.79,16.18,0.38,1.06,0.45,1.76,1,39.18,-81.06,290.09
45.88,367.85,20.51,27.46,14.89,0.37,16.82,0.22,1.55,1,39.63,-80.05,399.49
45.88,367.85,20.51,27.46,14.89,0.42,15.69,0.33,1.42,1,39.63,-80.05,399.49
45.88,367.85,20.51,27.46,14.89,0.4,17.56,0.25,1.46,1,39.63,-80.05,399.49
38.81,463.76,21.03,27.14,13.8,0.39,26.25,0.16,1.41,1,39.47,-79.67,625.12
38.81,463.76,21.03,27.14,13.8,0.39,15.66,0.27,1.43,1,39.47,-79.67,625.12
38.81,463.76,21.03,27.14,13.8,0.27,8.61,0.27,1.93,1,39.47,-79.67,625.12
,363.02,20.9,28.63,14.68,0.41,17.75,0.21,1.4,1,39.86,-80.66,342.52
,363.02,20.9,28.63,14.68,0.39,17.61,0.24,1.41,1,39.86,-80.66,342.52
,363.02,20.9,28.63,14.68,0.37,12.02,0.24,1.6,1,39.86,-80.66,342.52
33.67,363.02,20.9,28.63,14.68,0.4,16.09,0.27,1.42,1,40.1,-80.62,330.47
33.67,322.29,20.31,29.98,15.21,0.37,8.09,0.29,1.65,1,40.1,-80.62,330.47
33.67,322.29,20.31,29.98,15.21,0.4,16.09,0.27,1.42,1,40.1,-80.62,330.47
38.8,290.82,22.2,25.45,12.2,0.42,15.88,0.25,1.41,1,38.33,-80.01,980.06
38.8,290.82,22.2,25.45,12.2,0.41,101.65,0.1,1.36,1,38.33,-80.01,980.06
38.8,356.52,22.42,26.67,12.73,0.41,7,0.32,1.51,1,38.33,-80.01,980.06
20.95,350.32,20.25,28.24,15.32,0.4,76.8,0.12,1.42,1,39.56,-78.26,270.74
20.95,350.32,20.25,28.24,15.32,0.43,21.75,0.26,1.36,1,39.56,-78.26,270.74
20.95,350.32,20.25,28.24,15.32,0.4,16.45,0.25,1.45,1,39.56,-78.26,270.74
26.32,350.15,22.04,28.49,16.47,0.42,23.59,0.24,1.4,1,39.21,-81.52,238.71
26.32,350.15,22.04,28.49,16.47,0.43,19.18,0.27,1.41,1,39.21,-81.52,238.71
26.32,350.15,22.04,28.49,16.47,0.44,18.55,0.31,1.36,1,39.21,-81.52,238.71
23.21,331.65,20.2,28.71,15.87,0.41,20.69,0.27,1.41,1,39.46,-78.03,197.35
23.21,331.65,20.2,28.71,15.87,0.4,10.52,0.35,1.54,1,39.46,-78.03,197.35
23.21,318.53,19.97,28.68,14.95,0.4,10.52,0.35,1.54,1,39.46,-78.03,197.35
,432.86,22.34,28.03,14.04,0.41,102.24,0.12,1.36,1,38.49,-80.42,742.8
,432.86,22.34,28.03,14.04,0.38,21.6,0.19,1.42,1,38.49,-80.42,742.8
,432.86,22.34,28.03,14.04,0.36,19.32,0.18,1.39,1,38.49,-80.42,742.8
32.27,470.06,23.18,25.98,14.01,0.37,35.88,0.17,1.45,1,38.29,-80.8,631.56
32.27,470.06,23.18,25.98,14.01,0.39,23.6,0.18,1.36,1,38.29,-80.8,631.56
32.27,470.06,23.18,25.98,14.01,0.37,23.34,0.18,1.39,1,38.29,-80.8,631.56
38.06,316.68,22.83,27.36,13.5,0.39,13.39,0.32,1.56,1,37.95,-80.45,801.74
38.06,316.68,22.83,27.36,13.5,0.36,8,0.31,1.63,1,37.95,-80.45,801.74
38.06,316.68,22.83,27.36,13.5,0.42,89.2,0.16,1.31,1,37.95,-80.45,801.74
,371.02,23.44,28.39,16.72,0.39,25.47,0.19,1.41,1,38.15,-82.43,263.96
,371.02,23.44,28.39,16.72,0.4,63.76,0.14,1.4,1,38.15,-82.43,263.96
,371.02,23.44,28.39,16.72,0.42,13.52,0.29,1.44,1,38.15,-82.43,263.96
21.48,290.91,20.23,29.04,14.17,0.42,35.51,0.25,1.41,1,39.41,-78.94,394.8
21.48,290.91,20.23,29.04,14.17,0.4,16.88,0.24,1.45,1,39.41,-78.94,394.8
21.48,290.91,20.23,29.04,14.17,0.42,10.18,0.39,1.51,1,39.41,-78.94,394.8
30.94,290.91,20.23,29.04,14.17,0.42,45.6,0.21,1.4,1,39.32,-78.61,373.27
30.94,290.91,20.23,29.04,14.17,0.43,19.96,0.27,1.36,1,39.32,-78.61,373.27
30.94,290.91,20.23,29.04,14.17,0.39,34.06,0.14,1.36,1,39.32,-78.61,373.27
,394.4,22.2,28.9,14.34,0.4,14.21,0.26,1.47,1,39.02,-81.38,262.02
,394.4,22.2,28.9,14.34,0.43,17.92,0.31,1.41,1,39.02,-81.38,262.02
,388.37,21.9,27.79,16.18,0.4,14.21,0.26,1.47,1,39.02,-81.38,262.02
,394.39,22.89,28.41,14.5,0.4,13.81,0.31,1.34,1,38.71,-81.35,288.54
,394.39,22.89,28.41,14.5,0.41,9.26,0.31,1.53,1,38.71,-81.35,288.54
,394.39,22.89,28.41,14.5,0.38,3.29,0.4,1.65,1,38.71,-81.35,288.54
,417.7,23.48,29.22,15.32,0.41,23.53,0.21,1.36,1,38.18,-82.07,281.05
,417.7,23.48,29.22,15.32,0.37,62,0.07,1.42,1,38.18,-82.07,281.05
,417.7,23.48,29.22,15.32,0.41,21,0.22,1.36,1,38.18,-82.07,281.05
37.31,343.73,22.81,27.72,15.38,0.39,30.88,0.18,1.45,1,37.66,-80.86,665.09
37.31,343.73,22.81,27.72,15.38,0.44,52.53,0.28,1.36,1,37.66,-80.86,665.09
37.31,343.73,22.81,27.72,15.38,0.39,14.27,0.23,1.52,1,37.66,-80.86,665.09
31.39,430.97,21.53,27.43,13.63,0.4,26.73,0.25,1.47,1,39.13,-80,515.98
31.39,430.97,21.53,27.43,13.63,0.39,14.25,0.27,1.43,1,39.13,-80,515.98
31.39,463.76,21.03,27.14,13.8,0.39,14.25,0.27,1.43,1,39.13,-80,515.98
,463.76,21.03,27.14,13.8,0.39,63.89,0.12,1.37,1,39.11,-79.56,850.36
,463.76,21.03,27.14,13.8,0.36,14.66,0.22,1.56,1,39.11,-79.56,850.36
,463.76,21.03,27.14,13.8,0.36,36.32,0.12,1.46,1,39.11,-79.56,850.36
33.55,420.75,23.07,26.61,13.94,0.37,12.49,0.29,1.55,1,38.03,-81.08,606.02
33.55,470.06,23.18,25.98,14.01,0.37,12.85,0.29,1.55,1,38.03,-81.08,606.02
33.55,470.06,23.18,25.98,14.01,0.37,12.49,0.29,1.55,1,38.03,-81.08,606.02
29.02,359.28,23.25,25.85,12.68,0.38,39.28,0.13,1.39,1,37.77,-81.25,697.56
29.02,359.28,23.25,25.85,12.68,0.37,12.85,0.29,1.55,1,37.77,-81.25,697.56
29.02,359.28,23.25,25.85,12.68,0.39,29.58,0.2,1.4,1,37.77,-81.25,697.56
,412.37,23.13,28.12,15.11,0.4,19.89,0.2,1.4,1,37.61,-81.55,587.78
,412.37,23.13,28.12,15.11,0.32,99.18,0.1,1.65,1,37.61,-81.55,587.78
,412.37,23.13,28.12,15.11,0.39,13.88,0.34,1.45,1,37.61,-81.55,587.78
34.53,332.76,22.57,26.83,13.19,0.37,43.93,0.21,1.55,1,37.56,-80.55,704.28
34.53,332.76,22.57,26.83,13.19,0.39,13.39,0.32,1.56,1,37.56,-80.55,704.28
34.53,332.76,22.57,26.83,13.19,0.43,21.05,0.29,1.36,1,37.56,-80.55,704.28
29.03,343.73,22.81,27.72,15.38,0.39,14.27,0.23,1.52,1,37.41,-81.11,761.8
29.03,347.87,22.72,25.03,15.58,0.35,7.12,0.39,1.75,1,37.41,-81.11,761.8
29.03,347.87,22.72,25.03,15.58,0.42,14.71,0.31,1.42,1,37.41,-81.11,761.8
,417.7,23.48,29.22,15.32,0.41,20.06,0.23,1.41,1,38.42,-82.24,231.41
,417.7,23.48,29.22,15.32,0.4,18.59,0.23,1.43,1,38.42,-82.24,231.41
,417.7,23.48,29.22,15.32,0.38,19.74,0.17,1.47,1,38.42,-82.24,231.41
,365.85,23.44,29.05,16.21,0.43,19.12,0.3,1.4,1,38.51,-81.91,243.72
,365.85,23.44,29.05,16.21,0.43,19.12,0.28,1.36,1,38.51,-81.91,243.72
,365.85,23.44,29.05,16.21,0.4,13.6,0.26,1.52,1,38.51,-81.91,243.72
,378.99,23.84,28.63,16.35,0.39,18.01,0.24,1.37,1,38.34,-81.53,316.37
,398.82,23.52,29.06,15.65,0.4,46.88,0.18,1.44,1,38.34,-81.53,316.37
,365.85,23.44,29.05,16.21,0.39,18.01,0.24,1.37,1,38.34,-81.53,316.37
,398.82,23.52,29.06,15.65,0.41,17.35,0.24,1.4,1,38.02,-81.71,418.8
,398.82,23.52,29.06,15.65,0.4,19.54,0.21,1.4,1,38.02,-81.71,418.8
,398.82,23.52,29.06,15.65,0.39,20,0.19,1.44,1,38.02,-81.71,418.8
37.89,385.88,22.97,29.41,15.36,0.42,18.54,0.26,1.41,1,38.83,-81.67,245.7
37.89,385.88,22.97,29.41,15.36,0.37,2.22,0.46,1.77,1,38.83,-81.67,245.7
37.89,385.88,22.97,29.41,15.36,0.37,5.28,0.35,1.65,1,38.83,-81.67,245.7
34.33,339.82,23.25,28.82,15.78,0.43,22.65,0.25,1.36,1,38.77,-82.03,220.78
34.33,339.82,23.25,28.82,15.78,0.4,12.42,0.25,1.53,1,38.77,-82.03,220.78
34.33,339.82,23.25,28.82,15.78,0.38,8.18,0.26,1.68,1,38.77,-82.03,220.78
30.48,321.85,20.92,29.32,14.89,0.41,20.65,0.22,1.4,1,39.11,-79.2,637.42
30.48,321.85,20.92,29.32,14.89,0.43,25.16,0.24,1.36,1,39.11,-79.2,637.42
30.48,321.85,20.92,29.32,14.89,0.39,18.33,0.21,1.51,1,39.11,-79.2,637.42
38.63,321.85,20.92,29.32,14.89,0.41,20.65,0.22,1.4,1,39.01,-78.86,532.45
38.63,321.85,20.92,29.32,14.89,0.43,24.72,0.23,1.36,1,39.01,-78.86,532.45
38.63,321.85,20.92,29.32,14.89,0.41,109.76,0.12,1.37,1,39.01,-78.86,532.45
,430.97,21.53,27.43,13.63,0.41,16.06,0.25,1.41,1,38.77,-79.88,902.73
,430.97,21.53,27.43,13.63,0.39,20.52,0.17,1.44,1,38.77,-79.88,902.73
,430.97,21.53,27.43,13.63,0.38,66.53,0.11,1.48,1,38.77,-79.88,902.73
,430.97,21.53,27.43,13.63,0.37,11.52,0.24,1.54,1,38.9,-80.23,554.23
,430.97,21.53,27.43,13.63,0.4,17.22,0.25,1.43,1,38.9,-80.23,554.23
,430.97,21.53,27.43,13.63,0.4,16.54,0.23,1.45,1,38.9,-80.23,554.23
29.23,305.96,20.51,25.72,15.83,0.36,6.95,0.41,1.72,1,39.31,-77.86,159.65
29.23,318.53,19.97,28.68,14.95,0.36,6.95,0.41,1.72,1,39.31,-77.86,159.65
29.23,318.53,19.97,28.68,14.95,0.41,21.47,0.24,1.4,1,39.31,-77.86,159.65
32.43,431.06,22.65,28.45,15.2,0.38,14.05,0.26,1.4,1,38.7,-80.72,367.79
32.43,431.06,22.65,28.45,15.2,0.38,23.38,0.2,1.46,1,38.7,-80.72,367.79
32.43,431.06,22.65,28.45,15.2,0.35,4.18,0.44,1.8,1,38.7,-80.72,367.79
,431.06,22.65,28.45,15.2,0.4,13.59,0.31,1.31,1,38.46,-81.08,362.14
,431.06,22.65,28.45,15.2,0.38,25.71,0.2,1.47,1,38.46,-81.08,362.14
,470.06,23.18,25.98,14.01,0.4,13.59,0.31,1.31,1,38.46,-81.08,362.14
,394.32,22.17,28.61,14.77,0.41,16.59,0.23,1.41,1,38.92,-80.86,310.07
,394.32,22.17,28.61,14.77,0.38,21.28,0.21,1.43,1,38.92,-80.86,310.07
,394.32,22.17,28.61,14.77,0.38,22.54,0.19,1.46,1,38.92,-80.86,310.07
,391.26,20.83,27.26,14.82,0.37,16.82,0.22,1.55,1,39.51,-80.24,371.15
,391.26,20.83,27.26,14.82,0.42,15.69,0.33,1.42,1,39.51,-80.24,371.15
,391.26,20.83,27.26,14.82,0.37,7.18,0.28,1.64,1,39.51,-80.24,371.15
,394.4,22.2,28.9,14.34,0.39,15.81,0.25,1.47,1,38.84,-81.12,299.75
,386.61,22.4,28.82,14.96,0.4,9.18,0.32,1.55,1,38.84,-81.12,299.75
,386.61,22.4,28.82,14.96,0.38,3.29,0.4,1.65,1,38.84,-81.12,299.75
,391.26,20.83,27.26,14.82,0.38,15.53,0.26,1.44,1,39.34,-80.05,410.22
,391.26,20.83,27.26,14.82,0.41,17.24,0.35,1.45,1,39.34,-80.05,410.22
,367.85,20.51,27.46,14.89,0.36,21.12,0.16,1.53,1,39.34,-80.05,410.22
,388.37,21.9,27.79,16.18,0.42,23.59,0.24,1.4,1,39.37,-81.16,266.27
,388.37,21.9,27.79,16.18,0.41,18.61,0.22,1.39,1,39.37,-81.16,266.27
,388.37,21.9,27.79,16.18,0.43,26.74,0.23,1.38,1,39.37,-81.16,266.27
,380.56,21.26,27.81,14.66,0.37,15.91,0.25,1.45,1,39.47,-80.88,286.02
,380.56,21.26,27.81,14.66,0.38,21.32,0.19,1.53,1,39.47,-80.88,286.02
,445.8,21.63,27.86,14.22,0.38,11.6,0.25,1.56,1,39.47,-80.88,286.02
,450.44,21.5,28.5,14.14,0.4,16.71,0.25,1.42,1,39,-80.5,370.63
,450.44,21.5,28.5,14.14,0.27,5.81,0.28,1.97,1,39,-80.5,370.63
,450.44,21.5,28.5,14.14,0.35,3.44,0.37,1.77,1,39,-80.5,370.63
32.64,322.29,20.31,29.98,15.21,0.42,24.76,0.23,1.4,1,40.27,-80.58,310.58
32.64,322.29,20.31,29.98,15.21,0.39,22.79,0.25,1.43,1,40.27,-80.58,310.58
32.64,322.29,20.31,29.98,15.21,0.4,16.09,0.27,1.42,1,40.27,-80.58,310.58
,322.29,20.31,29.98,15.21,0.39,12.61,0.26,1.55,1,40.52,-80.57,314.48
,322.29,20.31,29.98,15.21,0.34,25.45,0.15,1.5,1,40.52,-80.57,314.48
