"Seattle, Seattle, King, WA"
"2021-01-01 through 2021-12-31"
Date,1.5 m Min Air Temp,1.5 m Avg Air Temp,1.5 m Max Air Temp,9 m Min Air Temp,9 m Avg Air Temp,9 m Max Air Temp,1.5 m Avg Dew Point,1.5 m Avg Rel. Hum,Solar Radiation,Precipiation,2 m Avg Wind Speed,2 m Max Wind Gust,10 m Avg Wind Speed,10 m Max Wind Gust,10 m Avg Wind Dir,2 in Avg Soil Temperature,2 in Avg Soil Water Pot,8 in Avg Soil Temperature,8 in Avg Soil Water Pot,ETo,ETr,
2021-06-11,52.3,56.4,61.1,NA,NA,NA,50.3,80.5,8.04,0.30,1.1,7.8,NA,NA,NA,NA,NA,64.1,NA,0.06,0.07,
2021-06-12,51.3,63.1,74.0,NA,NA,NA,52.6,72.1,24.25,0.03,1.4,9.9,NA,NA,NA,NA,NA,64.6,NA,0.16,0.17,
2021-06-13,58.0,61.6,67.1,NA,NA,NA,59.1,91.7,7.73,0.75,0.8,8.9,NA,NA,NA,NA,NA,66.1,NA,0.06,0.06,
2021-06-14,58.6,61.7,66.3,NA,NA,NA,58.0,88.0,9.97,0.06,0.6,6.0,NA,NA,NA,NA,NA,65.7,NA,0.08,0.08,
2021-06-15,55.0,61.6,69.1,NA,NA,NA,51.2,69.7,23.06,0.01,3.0,12.8,NA,NA,NA,NA,NA,65.9,NA,0.16,0.18,
2021-06-16,53.8,62.6,72.4,NA,NA,NA,50.1,65.9,27.24,0.00,2.6,15.7,NA,NA,NA,NA,NA,66.6,NA,0.18,0.20,
2021-06-17,49.2,64.4,78.2,NA,NA,NA,47.0,58.8,28.52,0.00,2.1,11.0,NA,NA,NA,NA,NA,67.0,NA,0.19,0.22,
2021-06-18,51.9,62.8,74.1,NA,NA,NA,48.9,61.9,28.12,0.00,3.0,12.1,NA,NA,NA,NA,NA,67.6,NA,0.19,0.22,
2021-06-19,50.6,64.4,76.7,NA,NA,NA,51.3,64.5,27.47,0.00,1.9,9.2,NA,NA,NA,NA,NA,67.8,NA,0.18,0.20,
2021-06-20,56.6,69.8,82.0,NA,NA,NA,54.8,61.0,28.48,0.00,3.6,13.2,NA,NA,NA,NA,NA,69.2,NA,0.22,0.26,
2021-06-21,56.8,74.2,90.0,NA,NA,NA,55.5,56.2,28.25,0.00,2.1,10.7,NA,NA,NA,NA,NA,70.0,NA,0.22,0.26,
2021-06-22,59.9,69.2,80.1,NA,NA,NA,57.8,68.4,27.69,0.00,2.1,9.9,NA,NA,NA,NA,NA,70.7,NA,0.20,0.22,
2021-06-23,57.3,65.1,77.4,NA,NA,NA,54.9,71.1,23.39,0.00,2.4,12.4,NA,NA,NA,NA,NA,70.5,NA,0.17,0.20,
2021-06-24,57.1,69.8,82.8,NA,NA,NA,56.3,65.3,26.81,0.00,2.4,11.7,NA,NA,NA,NA,NA,70.4,NA,0.20,0.23,
2021-06-25,60.9,74.8,88.3,NA,NA,NA,59.4,61.4,27.47,0.00,2.6,15.7,NA,NA,NA,NA,NA,71.4,NA,0.22,0.26,
2021-06-26,64.5,80.4,101.6,NA,NA,NA,63.8,58.5,27.46,0.00,2.2,12.8,NA,NA,NA,NA,NA,72.6,NA,0.25,0.29,
2021-06-27,68.7,84.5,105.1,NA,NA,NA,65.8,55.3,27.56,0.00,2.2,13.9,NA,NA,NA,NA,NA,74.2,NA,0.26,0.31,
2021-06-28,71.1,89.5,110.3,NA,NA,NA,66.2,52.1,27.98,0.00,2.1,13.5,NA,NA,NA,NA,NA,75.5,NA,0.27,0.33,
2021-06-29,65.2,75.7,87.6,NA,NA,NA,61.5,63.0,28.01,0.00,3.3,11.0,NA,NA,NA,NA,NA,76.1,NA,0.23,0.27,
2021-06-30,63.0,68.8,76.6,NA,NA,NA,58.8,71.0,20.62,0.00,3.2,11.0,NA,NA,NA,NA,NA,75.0,NA,0.16,0.19,
2021-07-01,63.9,68.8,75.1,NA,NA,NA,57.8,68.3,13.66,0.00,2.0,8.9,NA,NA,NA,NA,NA,74.0,NA,0.12,0.14,
2021-07-02,62.7,69.6,79.1,NA,NA,NA,58.9,70.1,19.38,0.00,1.8,11.0,NA,NA,NA,NA,NA,73.5,NA,0.15,0.17,
2021-07-03,58.2,70.7,84.4,NA,NA,NA,57.5,66.1,28.42,0.00,1.9,9.2,NA,NA,NA,NA,NA,73.4,NA,0.21,0.23,
2021-07-04,58.9,67.2,80.3,NA,NA,NA,57.8,72.1,24.94,0.00,2.2,9.9,NA,NA,NA,NA,NA,73.6,NA,0.18,0.21,
2021-07-05,58.3,64.6,75.9,NA,NA,NA,56.1,74.2,18.64,0.00,2.2,8.9,NA,NA,NA,NA,NA,73.0,NA,0.14,0.16,
2021-07-06,57.2,66.9,84.0,NA,NA,NA,56.8,73.1,23.52,0.00,1.9,10.3,NA,NA,NA,NA,NA,72.4,NA,0.18,0.20,
2021-07-07,58.9,63.7,71.5,NA,NA,NA,54.4,72.8,14.72,0.00,2.8,11.7,NA,NA,NA,NA,NA,71.9,NA,0.12,0.14,
2021-07-08,53.1,61.3,72.7,NA,NA,NA,52.3,70.6,18.21,0.00,1.6,9.2,NA,NA,NA,NA,NA,70.8,NA,0.13,0.14,
2021-07-09,56.4,68.3,81.5,NA,NA,NA,55.7,66.9,27.73,0.00,2.3,12.1,NA,NA,NA,NA,NA,71.3,NA,0.20,0.23,
2021-07-10,57.5,68.0,81.3,NA,NA,NA,55.9,67.2,27.43,0.00,2.5,10.3,NA,NA,NA,NA,NA,72.3,NA,0.20,0.23,
2021-07-11,53.9,67.9,81.2,NA,NA,NA,52.9,61.0,27.82,0.00,2.6,13.5,NA,NA,NA,NA,NA,72.6,NA,0.20,0.23,
2021-07-12,54.2,68.7,82.6,NA,NA,NA,54.5,63.7,27.72,0.00,2.1,10.7,NA,NA,NA,NA,NA,72.9,NA,0.20,0.22,
2021-07-13,56.4,68.2,83.8,NA,NA,NA,55.1,65.3,25.87,0.00,2.3,9.9,NA,NA,NA,NA,NA,73.2,NA,0.19,0.22,
2021-07-14,56.0,63.6,75.7,NA,NA,NA,54.9,73.2,20.47,0.00,1.8,8.9,NA,NA,NA,NA,NA,72.8,NA,0.15,0.16,
2021-07-15,56.3,62.0,71.3,NA,NA,NA,53.6,73.5,19.09,0.00,2.4,10.3,NA,NA,NA,NA,NA,72.1,NA,0.14,0.16,
2021-07-16,58.3,63.1,69.8,NA,NA,NA,53.9,72.7,8.79,0.00,2.6,8.5,NA,NA,NA,NA,NA,71.4,NA,0.09,0.11,
2021-07-17,55.6,65.3,75.9,NA,NA,NA,53.1,66.5,24.27,0.00,2.6,10.7,NA,NA,NA,NA,NA,71.1,NA,0.17,0.20,
2021-07-18,53.6,66.8,80.3,NA,NA,NA,51.6,60.5,26.58,0.00,2.3,11.4,NA,NA,NA,NA,NA,71.8,NA,0.19,0.22,
2021-07-19,53.8,68.5,83.8,NA,NA,NA,51.6,58.1,27.10,0.00,2.1,10.7,NA,NA,NA,NA,NA,72.3,NA,0.20,0.23,
2021-07-20,58.0,63.5,70.2,NA,NA,NA,54.9,73.8,10.80,0.00,1.9,8.2,NA,NA,NA,NA,NA,72.1,NA,0.09,0.11,
2021-07-21,57.3,63.0,72.8,NA,NA,NA,50.6,64.9,16.94,0.00,2.2,11.0,NA,NA,NA,NA,NA,70.9,NA,0.13,0.16,
2021-07-22,52.8,65.4,76.5,NA,NA,NA,48.5,57.3,26.81,0.00,2.7,11.4,NA,NA,NA,NA,NA,71.2,NA,0.19,0.22,
2021-07-23,52.3,65.9,79.9,NA,NA,NA,51.1,61.7,26.05,0.00,2.2,12.4,NA,NA,NA,NA,NA,71.7,NA,0.18,0.21,
2021-07-24,57.3,70.7,82.8,NA,NA,NA,55.5,62.2,26.22,0.00,3.2,13.9,NA,NA,NA,NA,NA,72.5,NA,0.20,0.24,
2021-07-25,55.8,69.7,83.2,NA,NA,NA,55.0,62.4,26.03,0.00,2.8,12.4,NA,NA,NA,NA,NA,73.1,NA,0.20,0.23,
2021-07-26,56.3,69.5,81.7,NA,NA,NA,54.4,62.0,26.06,0.00,2.9,12.1,NA,NA,NA,NA,NA,73.6,NA,0.19,0.23,
2021-07-27,57.2,70.8,83.9,NA,NA,NA,55.3,61.5,25.65,0.00,2.2,12.1,NA,NA,NA,NA,NA,73.9,NA,0.19,0.22,
2021-07-28,55.5,71.6,88.0,NA,NA,NA,51.1,52.9,23.48,0.00,2.1,9.6,NA,NA,NA,NA,NA,74.0,NA,0.19,0.22,
2021-07-29,57.2,73.3,90.0,NA,NA,NA,55.0,58.0,25.87,0.00,2.4,13.2,NA,NA,NA,NA,NA,74.0,NA,0.21,0.25,
2021-07-30,58.4,75.7,91.7,NA,NA,NA,55.2,53.3,24.71,0.00,2.5,12.4,NA,NA,NA,NA,NA,74.6,NA,0.21,0.25,
2021-07-31,65.7,70.1,73.9,NA,NA,NA,56.2,61.7,5.21,0.00,1.8,11.0,NA,NA,NA,NA,NA,74.6,NA,0.06,0.08,
2021-08-01,64.9,71.0,81.6,NA,NA,NA,59.1,67.2,18.41,0.00,1.6,9.2,NA,NA,NA,NA,NA,73.6,NA,0.15,0.17,
2021-08-02,58.0,71.0,86.2,NA,NA,NA,55.5,62.1,23.67,0.00,2.6,12.4,NA,NA,NA,NA,NA,74.1,NA,0.19,0.23,
2021-08-03,57.1,69.9,83.7,NA,NA,NA,55.1,61.6,20.02,0.00,1.9,9.9,NA,NA,NA,NA,NA,74.3,NA,0.16,0.18,
2021-08-04,58.5,72.5,88.5,NA,NA,NA,57.3,63.5,24.74,0.00,2.4,11.4,NA,NA,NA,NA,NA,74.4,NA,0.19,0.23,
2021-08-05,59.0,71.3,84.7,NA,NA,NA,59.1,68.2,21.62,0.00,2.1,10.3,NA,NA,NA,NA,NA,74.6,NA,0.17,0.19,
2021-08-06,62.3,67.5,76.8,NA,NA,NA,59.9,79.0,13.67,0.04,2.2,9.9,NA,NA,NA,NA,NA,74.5,NA,0.11,0.13,
2021-08-07,59.7,66.5,77.0,NA,NA,NA,56.9,71.4,13.31,0.00,4.0,14.6,NA,NA,NA,NA,NA,73.3,NA,0.13,0.16,
2021-08-08,56.0,64.5,73.7,NA,NA,NA,53.0,68.1,17.05,0.03,2.1,8.9,NA,NA,NA,NA,NA,72.7,NA,0.13,0.15,
2021-08-09,53.9,66.0,78.9,NA,NA,NA,54.1,68.8,22.62,0.00,2.4,13.9,NA,NA,NA,NA,NA,72.4,NA,0.16,0.18,
2021-08-10,58.1,71.9,84.0,NA,NA,NA,54.2,58.0,23.55,0.00,2.8,17.1,NA,NA,NA,NA,NA,73.2,NA,0.18,0.22,
2021-08-11,60.1,76.5,91.9,NA,NA,NA,58.7,57.8,23.87,0.00,2.7,15.3,NA,NA,NA,NA,NA,74.2,NA,0.20,0.24,
2021-08-12,64.3,77.6,94.7,NA,NA,NA,61.6,60.8,21.47,0.00,1.7,8.2,NA,NA,NA,NA,NA,75.0,NA,0.18,0.21,
2021-08-13,64.6,76.5,90.1,NA,NA,NA,62.5,63.8,17.84,0.00,0.9,5.3,NA,NA,NA,NA,NA,75.5,NA,0.14,0.15,
2021-08-14,63.6,72.8,83.9,NA,NA,NA,61.6,69.4,19.01,0.00,1.9,8.9,NA,NA,NA,NA,NA,75.5,NA,0.15,0.17,
2021-08-15,60.0,70.0,82.1,NA,NA,NA,60.0,72.7,20.33,0.00,1.9,9.9,NA,NA,NA,NA,NA,75.4,NA,0.15,0.17,
2021-08-16,59.2,65.4,72.6,NA,NA,NA,58.0,77.2,7.08,0.00,2.5,11.0,NA,NA,NA,NA,NA,74.8,NA,0.07,0.09,
2021-08-17,57.2,61.2,68.6,NA,NA,NA,52.1,72.4,10.34,0.00,2.1,8.5,NA,NA,NA,NA,NA,72.8,NA,0.09,0.11,
2021-08-18,53.2,64.9,77.3,NA,NA,NA,53.5,69.8,20.01,0.00,1.9,10.3,NA,NA,NA,NA,NA,72.0,NA,0.14,0.16,
2021-08-19,56.7,67.1,80.0,NA,NA,NA,55.9,68.6,21.41,0.00,2.0,9.2,NA,NA,NA,NA,NA,73.0,NA,0.15,0.17,
2021-08-20,58.9,61.8,66.3,NA,NA,NA,54.5,77.2,8.28,0.00,3.3,10.7,NA,NA,NA,NA,NA,72.7,NA,0.08,0.10,
2021-08-21,57.1,63.1,71.0,NA,NA,NA,53.6,72.0,12.23,0.00,1.7,7.8,NA,NA,NA,NA,NA,71.6,NA,0.09,0.11,
2021-08-22,52.8,61.1,67.7,NA,NA,NA,50.0,67.8,7.22,0.00,3.1,13.5,NA,NA,NA,NA,NA,71.2,NA,0.08,0.10,
2021-08-23,53.9,61.3,71.8,NA,NA,NA,48.1,64.2,20.07,0.00,2.5,9.6,NA,NA,NA,NA,NA,70.3,NA,0.13,0.16,
2021-08-24,49.6,63.4,78.7,NA,NA,NA,48.7,63.3,21.92,0.00,2.0,12.1,NA,NA,NA,NA,NA,70.6,NA,0.14,0.17,
2021-08-25,51.4,64.2,77.3,NA,NA,NA,50.2,63.4,18.78,0.00,1.6,10.3,NA,NA,NA,NA,NA,70.9,NA,0.13,0.15,
2021-08-26,60.2,64.1,71.4,NA,NA,NA,55.6,74.4,10.89,0.00,3.3,14.6,NA,NA,NA,NA,NA,71.0,NA,0.10,0.12,
2021-08-27,53.2,61.0,68.5,NA,NA,NA,54.0,78.4,11.75,0.03,2.1,12.1,NA,NA,NA,NA,NA,70.5,NA,0.08,0.10,
2021-08-28,50.0,63.0,78.2,NA,NA,NA,51.6,69.9,21.41,0.00,2.0,12.4,NA,NA,NA,NA,NA,69.5,NA,0.14,0.16,
2021-08-29,51.9,65.0,78.3,NA,NA,NA,52.9,67.8,21.29,0.00,2.3,11.7,NA,NA,NA,NA,NA,70.0,NA,0.14,0.16,
2021-08-30,53.7,58.3,62.8,NA,NA,NA,49.0,71.6,6.77,0.00,2.3,9.6,NA,NA,NA,NA,NA,69.7,NA,0.06,0.08,
2021-08-31,49.2,57.5,63.9,NA,NA,NA,47.8,70.7,9.31,0.00,2.4,11.0,NA,NA,NA,NA,NA,68.7,NA,0.07,0.09,
2021-09-01,45.4,57.8,70.9,NA,NA,NA,46.4,69.3,20.90,0.00,2.2,13.5,NA,NA,NA,NA,NA,67.8,NA,0.12,0.14,
2021-09-02,48.9,62.0,78.7,NA,NA,NA,49.9,68.3,20.45,0.00,1.7,11.0,NA,NA,NA,NA,NA,68.3,NA,0.13,0.15,
2021-09-03,50.2,63.0,78.7,NA,NA,NA,47.9,63.1,16.09,0.00,1.4,9.9,NA,NA,NA,NA,NA,68.6,NA,0.11,0.13,
2021-09-04,50.4,64.4,78.4,NA,NA,NA,49.5,60.8,13.79,0.00,2.2,13.2,NA,NA,NA,NA,NA,68.5,NA,0.11,0.14,
2021-09-05,61.7,67.9,79.1,NA,NA,NA,57.9,71.2,11.43,0.00,1.5,9.6,NA,NA,NA,NA,NA,69.3,NA,0.09,0.11,
2021-09-06,55.9,65.3,75.7,NA,NA,NA,53.4,66.7,17.22,0.00,2.1,11.0,NA,NA,NA,NA,NA,69.8,NA,0.12,0.14,
2021-09-07,51.6,65.5,80.5,NA,NA,NA,53.0,67.6,18.95,0.00,2.1,11.7,NA,NA,NA,NA,NA,69.7,NA,0.13,0.15,
2021-09-08,61.1,69.5,80.4,NA,NA,NA,56.0,63.7,18.10,0.00,2.1,10.7,NA,NA,NA,NA,NA,70.5,NA,0.13,0.16,
2021-09-09,56.6,67.9,81.2,NA,NA,NA,57.8,72.3,14.71,0.00,1.6,7.4,NA,NA,NA,NA,NA,70.5,NA,0.11,0.12,
2021-09-10,58.1,63.0,66.0,NA,NA,NA,56.9,80.7,4.51,0.00,1.9,8.2,NA,NA,NA,NA,NA,69.9,NA,0.04,0.05,
2021-09-11,57.5,63.8,71.6,NA,NA,NA,53.5,70.2,13.66,0.00,2.5,9.2,NA,NA,NA,NA,NA,69.3,NA,0.10,0.12,
2021-09-12,55.7,61.2,67.7,NA,NA,NA,53.2,76.1,7.66,0.01,2.3,8.9,NA,NA,NA,NA,NA,69.2,NA,0.07,0.08,
2021-09-13,50.7,59.5,70.1,NA,NA,NA,49.7,71.6,13.67,0.00,1.7,9.6,NA,NA,NA,NA,NA,68.3,NA,0.09,0.10,
2021-09-14,49.4,59.8,68.7,NA,NA,NA,51.6,75.7,6.41,0.00,1.5,7.8,NA,NA,NA,NA,NA,67.3,NA,0.06,0.07,
2021-09-15,53.3,59.5,66.4,NA,NA,NA,47.2,64.6,9.90,0.00,3.1,11.7,NA,NA,NA,NA,NA,67.2,NA,0.08,0.11,
2021-09-16,44.5,56.3,68.0,NA,NA,NA,44.5,67.9,16.47,0.00,1.8,10.7,NA,NA,NA,NA,NA,66.6,NA,0.09,0.11,
2021-09-17,54.3,58.3,68.3,NA,NA,NA,52.8,82.0,4.39,0.44,2.2,13.2,NA,NA,NA,NA,NA,66.4,NA,0.05,0.06,
2021-09-18,53.5,57.8,64.3,NA,NA,NA,54.0,87.6,7.20,0.76,3.5,12.4,NA,NA,NA,NA,NA,65.6,NA,0.06,0.07,
2021-09-19,51.9,57.4,65.1,NA,NA,NA,53.2,86.4,10.13,0.12,2.2,12.8,NA,NA,NA,NA,NA,64.8,NA,0.06,0.07,
2021-09-20,52.5,59.6,69.6,NA,NA,NA,51.8,77.5,15.86,0.00,1.3,8.2,NA,NA,NA,NA,NA,65.1,NA,0.08,0.10,
2021-09-21,48.2,60.2,77.4,NA,NA,NA,50.8,74.4,16.85,0.00,1.3,8.5,NA,NA,NA,NA,NA,65.1,NA,0.09,0.11,
2021-09-22,53.0,59.4,66.9,NA,NA,NA,53.0,80.5,8.74,0.00,0.9,6.4,NA,NA,NA,NA,NA,65.1,NA,0.06,0.06,
2021-09-23,53.2,60.3,69.8,NA,NA,NA,52.9,78.5,14.09,0.00,1.9,11.7,NA,NA,NA,NA,NA,65.2,NA,0.08,0.10,
2021-09-24,50.4,60.7,76.2,NA,NA,NA,53.0,78.8,15.32,0.00,1.5,8.2,NA,NA,NA,NA,NA,65.0,NA,0.09,0.10,
2021-09-25,50.8,63.3,78.6,NA,NA,NA,53.2,72.6,15.56,0.00,1.3,8.9,NA,NA,NA,NA,NA,65.3,NA,0.09,0.10,
2021-09-26,56.3,58.7,63.1,NA,NA,NA,53.3,82.8,4.53,0.69,2.9,11.4,NA,NA,NA,NA,NA,64.9,NA,0.05,0.06,
2021-09-27,53.8,57.9,61.4,NA,NA,NA,53.5,85.2,5.43,0.39,3.9,13.9,NA,NA,NA,NA,NA,63.9,NA,0.05,0.06,
2021-09-28,53.1,56.8,64.0,NA,NA,NA,49.0,76.1,9.89,0.05,3.9,13.9,NA,NA,NA,NA,NA,62.9,NA,0.08,0.10,
2021-09-29,54.1,56.8,60.0,NA,NA,NA,48.8,74.8,4.24,0.00,2.4,8.9,NA,NA,NA,NA,NA,62.3,NA,0.04,0.06,
2021-09-30,52.9,57.5,61.5,NA,NA,NA,55.2,91.9,2.79,0.45,2.3,10.7,NA,NA,NA,NA,NA,62.3,NA,0.02,0.03,
2021-10-01,47.9,54.6,63.4,NA,NA,NA,48.7,82.2,13.90,0.00,1.9,13.5,NA,NA,NA,NA,NA,62.1,NA,0.06,0.08,
2021-10-02,46.2,56.0,67.6,NA,NA,NA,48.8,78.5,12.61,0.00,1.4,8.9,NA,NA,NA,NA,NA,61.7,NA,0.06,0.07,
2021-10-03,50.1,55.2,57.8,NA,NA,NA,48.1,77.6,3.47,0.00,2.1,8.9,NA,NA,NA,NA,NA,61.9,NA,0.03,0.04,
2021-10-04,48.3,54.3,63.2,NA,NA,NA,48.1,80.2,12.23,0.00,0.8,6.4,NA,NA,NA,NA,NA,61.6,NA,0.05,0.06,
2021-10-05,50.0,54.1,57.3,NA,NA,NA,50.5,87.7,4.72,0.21,3.0,13.2,NA,NA,NA,NA,NA,61.2,NA,0.04,0.04,
2021-10-06,46.3,52.8,59.2,NA,NA,NA,46.2,78.6,10.04,0.00,3.0,9.9,NA,NA,NA,NA,NA,60.2,NA,0.05,0.07,
2021-10-07,42.6,50.2,59.3,NA,NA,NA,43.6,80.1,11.88,0.00,1.5,10.7,NA,NA,NA,NA,NA,59.9,NA,0.05,0.06,
2021-10-08,40.2,47.7,58.9,NA,NA,NA,43.5,85.3,11.36,0.00,0.9,5.3,NA,NA,NA,NA,NA,58.9,NA,0.04,0.05,
2021-10-09,41.2,51.3,57.7,NA,NA,NA,46.3,83.7,4.27,0.06,2.6,11.4,NA,NA,NA,NA,NA,58.0,NA,0.03,0.04,
2021-10-10,44.9,50.2,54.3,NA,NA,NA,46.6,87.6,6.09,0.37,2.1,9.2,NA,NA,NA,NA,NA,58.2,NA,0.03,0.04,
2021-10-11,39.6,46.1,55.6,NA,NA,NA,41.5,85.7,7.57,0.06,1.2,8.9,NA,NA,NA,NA,NA,57.4,NA,0.04,0.04,
2021-10-12,36.7,44.2,50.9,NA,NA,NA,39.4,84.3,4.88,0.03,1.7,9.9,NA,NA,NA,NA,NA,55.7,NA,0.03,0.04,
2021-10-13,45.7,48.7,53.5,NA,NA,NA,43.4,82.3,5.58,0.02,1.3,8.2,NA,NA,NA,NA,NA,55.7,NA,0.03,0.04,
2021-10-14,48.2,52.6,59.1,NA,NA,NA,48.1,84.7,2.47,0.00,2.7,11.7,NA,NA,NA,NA,NA,56.2,NA,0.03,0.04,
2021-10-15,52.6,55.7,59.7,NA,NA,NA,50.1,81.7,1.38,0.03,2.9,9.2,NA,NA,NA,NA,NA,56.6,NA,0.02,0.04,
2021-10-16,51.5,58.2,67.5,NA,NA,NA,50.3,76.4,5.91,0.01,2.1,10.7,NA,NA,NA,NA,NA,57.2,NA,0.05,0.07,
2021-10-17,49.4,53.2,58.5,NA,NA,NA,49.1,85.9,2.85,0.00,1.6,8.2,NA,NA,NA,NA,NA,57.4,NA,0.02,0.03,
2021-10-18,48.8,51.9,57.5,NA,NA,NA,45.6,79.7,6.70,0.00,1.3,8.5,NA,NA,NA,NA,NA,57.4,NA,0.04,0.04,
2021-10-19,43.4,51.2,60.2,NA,NA,NA,46.2,84.2,8.50,0.00,0.6,4.9,NA,NA,NA,NA,NA,57.3,NA,0.03,0.03,
2021-10-20,49.7,54.2,61.5,NA,NA,NA,48.6,82.4,6.74,0.23,2.2,14.2,NA,NA,NA,NA,NA,57.2,NA,0.04,0.05,
2021-10-21,46.5,57.0,69.0,NA,NA,NA,47.0,73.3,4.91,0.45,2.3,14.2,NA,NA,NA,NA,NA,57.1,NA,0.05,0.07,
2021-10-22,50.3,54.0,56.7,NA,NA,NA,51.3,90.8,2.71,0.13,1.6,8.9,NA,NA,NA,NA,NA,57.4,NA,0.02,0.02,
2021-10-23,48.7,51.8,55.6,NA,NA,NA,49.1,90.4,2.96,0.11,1.1,8.5,NA,NA,NA,NA,NA,56.9,NA,0.02,0.02,
2021-10-24,47.8,54.1,59.5,NA,NA,NA,46.6,76.7,1.73,0.29,3.1,18.5,NA,NA,NA,NA,NA,56.5,NA,0.03,0.04,
2021-10-25,51.3,55.0,58.2,NA,NA,NA,44.0,67.5,2.74,0.03,5.1,17.5,NA,NA,NA,NA,NA,56.0,NA,0.06,0.09,
2021-10-26,50.3,52.6,56.8,NA,NA,NA,47.2,81.8,3.16,0.06,3.7,15.0,NA,NA,NA,NA,NA,55.8,NA,0.04,0.05,
2021-10-27,46.5,51.3,55.6,NA,NA,NA,45.8,81.7,4.22,0.17,3.1,12.1,NA,NA,NA,NA,NA,55.5,NA,0.03,0.04,
2021-10-28,47.3,53.7,60.5,NA,NA,NA,52.3,95.2,2.19,1.68,2.5,13.9,NA,NA,NA,NA,NA,55.7,NA,0.02,0.02,
2021-10-29,38.5,47.0,53.4,NA,NA,NA,43.1,86.8,4.70,0.47,1.1,8.9,NA,NA,NA,NA,NA,55.7,NA,0.02,0.02,
2021-10-30,35.1,43.1,54.7,NA,NA,NA,35.6,78.2,10.30,0.00,2.1,11.4,NA,NA,NA,NA,NA,53.7,NA,0.03,0.04,
2021-10-31,35.1,45.4,62.2,NA,NA,NA,32.7,65.9,9.74,0.00,1.3,9.2,NA,NA,NA,NA,NA,52.0,NA,0.03,0.05,
2021-11-01,35.8,44.4,54.5,NA,NA,NA,40.7,86.9,2.54,0.08,0.8,6.0,NA,NA,NA,NA,NA,51.1,NA,0.02,0.02,
2021-11-02,42.7,47.4,50.9,NA,NA,NA,46.6,97.0,1.34,0.16,0.3,5.3,NA,NA,NA,NA,NA,51.4,NA,0.01,0.01,
2021-11-03,45.1,52.6,59.7,NA,NA,NA,50.2,92.0,4.13,0.46,0.6,7.8,NA,NA,NA,NA,NA,52.3,NA,0.02,0.02,
2021-11-04,49.1,53.1,58.2,NA,NA,NA,50.1,89.9,2.88,0.52,2.7,18.5,NA,NA,NA,NA,NA,53.8,NA,0.03,0.03,
2021-11-05,41.1,48.1,53.1,NA,NA,NA,43.3,84.0,6.40,0.12,1.7,11.7,NA,NA,NA,NA,NA,53.7,NA,0.02,0.03,
2021-11-06,42.7,45.7,49.7,NA,NA,NA,40.9,83.3,3.57,0.54,3.6,13.5,NA,NA,NA,NA,NA,52.5,NA,0.03,0.04,
2021-11-07,41.7,44.3,48.2,NA,NA,NA,40.4,86.3,3.64,0.27,3.7,16.0,NA,NA,NA,NA,NA,51.1,NA,0.03,0.04,
2021-11-08,39.0,48.1,57.3,NA,NA,NA,37.3,69.4,7.89,0.00,1.6,13.2,NA,NA,NA,NA,NA,50.6,NA,0.02,0.04,
2021-11-09,43.5,47.7,55.9,NA,NA,NA,41.4,79.7,5.31,0.66,4.0,25.3,NA,NA,NA,NA,NA,50.7,NA,0.04,0.06,
2021-11-10,41.4,46.8,54.4,NA,NA,NA,41.9,83.3,6.63,0.04,0.9,8.2,NA,NA,NA,NA,NA,50.3,NA,0.02,0.02,
2021-11-11,45.5,50.2,56.2,NA,NA,NA,49.4,97.0,1.00,0.79,1.1,9.6,NA,NA,NA,NA,NA,51.0,NA,0.01,0.01,
2021-11-12,46.6,54.6,58.8,NA,NA,NA,53.0,94.1,0.90,0.62,1.8,10.7,NA,NA,NA,NA,NA,52.7,NA,0.00,0.00,
2021-11-13,45.5,48.8,52.9,NA,NA,NA,47.3,94.8,2.24,0.45,0.9,6.0,NA,NA,NA,NA,NA,52.5,NA,0.01,0.01,
2021-11-14,53.4,58.5,60.2,NA,NA,NA,56.5,93.0,3.26,0.52,5.0,17.5,NA,NA,NA,NA,NA,53.5,NA,0.01,0.02,
2021-11-15,40.9,53.7,61.9,NA,NA,NA,45.9,75.1,2.92,0.26,4.3,20.7,NA,NA,NA,NA,NA,54.9,NA,0.04,0.06,
2021-11-16,34.1,42.3,50.0,NA,NA,NA,36.9,81.4,5.65,0.00,1.6,8.2,NA,NA,NA,NA,NA,52.8,NA,0.01,0.02,
2021-11-17,30.4,39.4,50.3,NA,NA,NA,31.4,75.7,6.66,0.00,1.5,9.6,NA,NA,NA,NA,NA,50.0,NA,0.01,0.02,
2021-11-18,39.8,43.1,48.6,NA,NA,NA,36.4,78.2,2.38,0.26,1.8,9.2,NA,NA,NA,NA,NA,49.2,NA,0.02,0.03,
2021-11-19,41.8,43.7,47.1,NA,NA,NA,39.8,86.3,3.28,0.14,2.4,11.7,NA,NA,NA,NA,NA,49.4,NA,0.02,0.03,
2021-11-20,39.0,43.0,48.7,NA,NA,NA,39.8,88.8,3.86,0.00,0.6,5.3,NA,NA,NA,NA,NA,49.2,NA,0.01,0.01,
2021-11-21,35.0,40.6,49.2,NA,NA,NA,37.9,90.6,4.71,0.00,0.5,4.6,NA,NA,NA,NA,NA,48.5,NA,0.01,0.01,
2021-11-22,35.2,42.9,48.5,NA,NA,NA,40.0,89.6,2.00,0.02,2.2,10.7,NA,NA,NA,NA,NA,47.5,NA,0.01,0.02,
